voucher_no,voucher_date,supplier_id,supplier_name,product_id,stock_item,pack,qty,unit,rate,discount_pct,taxable_amount,gst_amount,invoice_amount,godown
PUR002430,2025-01-27,SUP001,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,410,PCS,61.03,1.0,24772.08,1238.6,26010.68,Main Godown
PUR002431,2025-02-27,SUP002,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,210,PCS,60.96,3.0,12417.55,620.88,13038.43,Tonk Branch
PUR002432,2025-03-18,SUP003,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,207,PCS,61.15,2.0,12404.89,620.24,13025.13,Main Godown
PUR002433,2025-04-26,SUP004,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,110,PCS,61.54,1.0,6701.71,335.09,7036.8,Main Godown
PUR002434,2025-05-21,SUP005,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,317,PCS,61.23,0.0,19409.91,970.5,20380.41,Main Godown
PUR002435,2025-06-29,SUP006,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,294,PCS,61.28,2.0,17655.99,882.8,18538.79,Main Godown
PUR002436,2025-07-29,SUP007,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,315,PCS,60.8,3.0,18577.44,928.87,19506.31,Main Godown
PUR002437,2025-08-29,SUP008,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,103,PCS,60.88,3.0,6082.52,304.13,6386.65,Tonk Branch
PUR002438,2025-09-30,SUP009,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,172,PCS,61.3,0.0,10543.6,527.18,11070.78,Main Godown
PUR002439,2025-10-19,SUP010,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,369,PCS,60.87,1.0,22236.42,1111.82,23348.24,Main Godown
PUR002440,2025-11-18,SUP011,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,213,PCS,61.44,1.0,12955.85,647.79,13603.64,Main Godown
PUR002441,2025-12-31,SUP012,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,227,PCS,61.41,0.0,13940.07,697.0,14637.07,Main Godown
PUR002442,2026-01-23,SUP013,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,394,PCS,61.55,3.0,23523.18,1176.16,24699.34,Tonk Branch
PUR002443,2026-02-28,SUP014,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,304,PCS,60.71,2.0,18086.72,904.34,18991.06,Tonk Branch
PUR002444,2026-03-18,SUP015,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,223,PCS,61.44,2.0,13427.1,671.36,14098.46,Tonk Branch
PUR002445,2026-04-28,SUP001,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,284,PCS,60.91,1.0,17125.46,856.27,17981.73,Main Godown
PUR002446,2026-05-31,SUP002,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,343,PCS,60.87,0.0,20878.41,1043.92,21922.33,Tonk Branch
PUR002447,2026-06-25,SUP003,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,86,PCS,61.06,3.0,5093.63,254.68,5348.31,Main Godown
PUR002448,2026-08-01,SUP004,Reckitt Benckiser,PRD0102,Eno Fruit Salt,100g,248,PCS,60.93,3.0,14657.32,732.87,15390.19,Main Godown
PUR002449,2024-09-01,SUP005,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,270,PCS,34.99,3.0,9163.88,458.19,9622.07,Tonk Branch
PUR002450,2024-09-30,SUP006,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,178,PCS,35.21,0.0,6267.38,313.37,6580.75,Main Godown
PUR002451,2024-10-18,SUP007,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,101,PCS,35.21,3.0,3449.52,172.48,3622.0,Main Godown
PUR002452,2024-11-23,SUP008,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,310,PCS,34.93,0.0,10828.3,541.41,11369.71,Tonk Branch
PUR002453,2024-12-26,SUP009,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,201,PCS,35.01,2.0,6896.27,344.81,7241.08,Main Godown
PUR002454,2025-01-21,SUP010,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,274,PCS,35.07,0.0,9609.18,480.46,10089.64,Main Godown
PUR002455,2025-03-01,SUP011,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,146,PCS,34.86,1.0,5038.66,251.93,5290.59,Main Godown
PUR002456,2025-03-22,SUP012,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,260,PCS,35.12,0.0,9131.2,456.56,9587.76,Main Godown
PUR002457,2025-04-22,SUP013,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,113,PCS,35.0,2.0,3875.9,193.79,4069.69,Main Godown
PUR002458,2025-05-19,SUP014,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,120,PCS,35.15,0.0,4218.0,210.9,4428.9,Main Godown
PUR002459,2025-06-24,SUP015,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,276,PCS,35.24,3.0,9434.45,471.72,9906.17,Tonk Branch
PUR002460,2025-07-20,SUP001,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,194,PCS,35.07,0.0,6803.58,340.18,7143.76,Main Godown
PUR002461,2025-09-01,SUP002,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,65,PCS,35.21,3.0,2219.99,111.0,2330.99,Main Godown
PUR002462,2025-09-22,SUP003,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,279,PCS,34.86,2.0,9531.42,476.57,10007.99,Main Godown
PUR002463,2025-10-19,SUP004,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,160,PCS,34.83,2.0,5461.34,273.07,5734.41,Tonk Branch
PUR002464,2025-11-24,SUP005,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,244,PCS,35.29,3.0,8352.44,417.62,8770.06,Main Godown
PUR002465,2025-12-22,SUP006,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,232,PCS,34.9,0.0,8096.8,404.84,8501.64,Main Godown
PUR002466,2026-01-31,SUP007,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,291,PCS,35.0,2.0,9981.3,499.06,10480.36,Main Godown
PUR002467,2026-02-25,SUP008,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,346,PCS,35.15,0.0,12161.9,608.1,12770.0,Main Godown
PUR002468,2026-03-29,SUP009,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,183,PCS,35.17,0.0,6436.11,321.81,6757.92,Main Godown
PUR002469,2026-04-25,SUP010,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,241,PCS,34.94,0.0,8420.54,421.03,8841.57,Main Godown
PUR002470,2026-05-26,SUP011,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,293,PCS,35.1,3.0,9975.77,498.79,10474.56,Tonk Branch
PUR002471,2026-06-20,SUP012,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,180,PCS,35.31,0.0,6355.8,317.79,6673.59,Tonk Branch
PUR002472,2026-07-27,SUP013,Dabur India Jaipur,PRD0103,Hajmola Tablets,120pcs,233,PCS,35.14,1.0,8105.74,405.29,8511.03,Tonk Branch
PUR002473,2024-09-01,SUP014,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,293,PCS,28.14,2.0,8080.12,404.01,8484.13,Tonk Branch
PUR002474,2024-09-30,SUP015,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,222,PCS,27.95,0.0,6204.9,310.25,6515.15,Main Godown
PUR002475,2024-10-22,SUP001,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,150,PCS,28.02,1.0,4160.97,208.05,4369.02,Tonk Branch
PUR002476,2024-11-18,SUP002,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,259,PCS,27.87,3.0,7001.78,350.09,7351.87,Tonk Branch
PUR002477,2024-12-24,SUP003,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,194,PCS,28.09,0.0,5449.46,272.47,5721.93,Main Godown
PUR002478,2025-01-28,SUP004,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,172,PCS,28.23,0.0,4855.56,242.78,5098.34,Main Godown
PUR002479,2025-02-26,SUP005,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,360,PCS,28.19,3.0,9843.95,492.2,10336.15,Main Godown
PUR002480,2025-03-19,SUP006,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,205,PCS,28.04,1.0,5690.72,284.54,5975.26,Tonk Branch
PUR002481,2025-04-17,SUP007,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,219,PCS,28.12,0.0,6158.28,307.91,6466.19,Tonk Branch
PUR002482,2025-05-18,SUP008,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,186,PCS,28.03,0.0,5213.58,260.68,5474.26,Tonk Branch
PUR002483,2025-06-29,SUP009,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,157,PCS,27.87,2.0,4288.08,214.4,4502.48,Tonk Branch
PUR002484,2025-08-01,SUP010,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,262,PCS,27.89,0.0,7307.18,365.36,7672.54,Main Godown
PUR002485,2025-08-29,SUP011,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,62,PCS,27.95,0.0,1732.9,86.64,1819.54,Tonk Branch
PUR002486,2025-09-30,SUP012,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,293,PCS,28.22,3.0,8020.41,401.02,8421.43,Main Godown
PUR002487,2025-10-26,SUP013,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,303,PCS,28.11,2.0,8346.98,417.35,8764.33,Main Godown
PUR002488,2025-11-28,SUP014,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,276,PCS,28.28,2.0,7649.17,382.46,8031.63,Tonk Branch
PUR002489,2025-12-19,SUP015,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,229,PCS,28.22,0.0,6462.38,323.12,6785.5,Main Godown
PUR002490,2026-02-01,SUP001,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,157,PCS,28.06,0.0,4405.42,220.27,4625.69,Tonk Branch
PUR002491,2026-02-15,SUP002,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,148,PCS,28.19,3.0,4046.96,202.35,4249.31,Main Godown
PUR002492,2026-03-21,SUP003,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,12,PCS,28.27,1.0,335.85,16.79,352.64,Main Godown
PUR002493,2026-04-30,SUP004,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,177,PCS,28.12,0.0,4977.24,248.86,5226.1,Main Godown
PUR002494,2026-05-31,SUP005,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,341,PCS,27.95,0.0,9530.95,476.55,10007.5,Tonk Branch
PUR002495,2026-06-20,SUP006,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,137,PCS,28.21,1.0,3826.12,191.31,4017.43,Tonk Branch
PUR002496,2026-07-20,SUP007,Dabur India Jaipur,PRD0104,Pudin Hara,20ml,159,PCS,28.03,1.0,4412.2,220.61,4632.81,Main Godown
PUR002497,2024-09-01,SUP008,Local Supplier,PRD0105,Reynolds Pen,10pcs,160,PCS,45.14,0.0,7222.4,866.69,8089.09,Main Godown
PUR002498,2024-09-25,SUP009,Local Supplier,PRD0105,Reynolds Pen,10pcs,226,PCS,45.09,1.0,10088.44,1210.61,11299.05,Tonk Branch
PUR002499,2024-10-26,SUP010,Local Supplier,PRD0105,Reynolds Pen,10pcs,227,PCS,45.34,0.0,10292.18,1235.06,11527.24,Main Godown
PUR002500,2024-11-24,SUP011,Local Supplier,PRD0105,Reynolds Pen,10pcs,594,PCS,45.36,0.0,26943.84,3233.26,30177.1,Tonk Branch
PUR002501,2024-12-20,SUP012,Local Supplier,PRD0105,Reynolds Pen,10pcs,499,PCS,44.93,0.0,22420.07,2690.41,25110.48,Tonk Branch
PUR002502,2025-01-21,SUP013,Local Supplier,PRD0105,Reynolds Pen,10pcs,162,PCS,45.22,2.0,7179.13,861.5,8040.63,Main Godown
PUR002503,2025-02-26,SUP014,Local Supplier,PRD0105,Reynolds Pen,10pcs,146,PCS,45.24,0.0,6605.04,792.6,7397.64,Main Godown
PUR002504,2025-03-30,SUP015,Local Supplier,PRD0105,Reynolds Pen,10pcs,211,PCS,45.22,3.0,9255.18,1110.62,10365.8,Main Godown
PUR002505,2025-04-26,SUP001,Local Supplier,PRD0105,Reynolds Pen,10pcs,280,PCS,44.84,2.0,12304.1,1476.49,13780.59,Main Godown
PUR002506,2025-06-01,SUP002,Local Supplier,PRD0105,Reynolds Pen,10pcs,191,PCS,45.24,2.0,8468.02,1016.16,9484.18,Main Godown
PUR002507,2025-06-27,SUP003,Local Supplier,PRD0105,Reynolds Pen,10pcs,216,PCS,45.23,0.0,9769.68,1172.36,10942.04,Main Godown
PUR002508,2025-07-23,SUP004,Local Supplier,PRD0105,Reynolds Pen,10pcs,89,PCS,45.28,0.0,4029.92,483.59,4513.51,Main Godown
PUR002509,2025-08-19,SUP005,Local Supplier,PRD0105,Reynolds Pen,10pcs,168,PCS,45.27,2.0,7453.25,894.39,8347.64,Tonk Branch
PUR002510,2025-09-23,SUP006,Local Supplier,PRD0105,Reynolds Pen,10pcs,254,PCS,44.91,1.0,11293.07,1355.17,12648.24,Main Godown
PUR002511,2025-10-22,SUP007,Local Supplier,PRD0105,Reynolds Pen,10pcs,25,PCS,45.37,3.0,1100.22,132.03,1232.25,Tonk Branch
PUR002512,2025-11-19,SUP008,Local Supplier,PRD0105,Reynolds Pen,10pcs,186,PCS,45.0,1.0,8286.3,994.36,9280.66,Tonk Branch
PUR002513,2025-12-28,SUP009,Local Supplier,PRD0105,Reynolds Pen,10pcs,279,PCS,45.27,3.0,12251.42,1470.17,13721.59,Tonk Branch
PUR002514,2026-01-25,SUP010,Local Supplier,PRD0105,Reynolds Pen,10pcs,214,PCS,44.86,0.0,9600.04,1152.0,10752.04,Main Godown
PUR002515,2026-02-16,SUP011,Local Supplier,PRD0105,Reynolds Pen,10pcs,194,PCS,45.42,3.0,8547.14,1025.66,9572.8,Main Godown
PUR002516,2026-03-31,SUP012,Local Supplier,PRD0105,Reynolds Pen,10pcs,317,PCS,45.37,3.0,13950.82,1674.1,15624.92,Tonk Branch
PUR002517,2026-04-18,SUP013,Local Supplier,PRD0105,Reynolds Pen,10pcs,416,PCS,44.91,1.0,18495.73,2219.49,20715.22,Tonk Branch
PUR002518,2026-06-01,SUP014,Local Supplier,PRD0105,Reynolds Pen,10pcs,343,PCS,45.11,0.0,15472.73,1856.73,17329.46,Tonk Branch
PUR002519,2026-06-28,SUP015,Local Supplier,PRD0105,Reynolds Pen,10pcs,364,PCS,44.91,3.0,15856.82,1902.82,17759.64,Main Godown
PUR002520,2026-07-23,SUP001,Local Supplier,PRD0105,Reynolds Pen,10pcs,230,PCS,45.39,0.0,10439.7,1252.76,11692.46,Main Godown
PUR002521,2024-09-01,SUP002,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,123,PCS,38.21,0.0,4699.83,563.98,5263.81,Tonk Branch
PUR002522,2024-09-18,SUP003,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,39,PCS,38.25,3.0,1447.0,173.64,1620.64,Tonk Branch
PUR002523,2024-10-31,SUP004,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,98,PCS,38.32,1.0,3717.81,446.14,4163.95,Main Godown
PUR002524,2024-12-01,SUP005,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,128,PCS,38.36,3.0,4762.78,571.53,5334.31,Main Godown
PUR002525,2024-12-21,SUP006,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,415,PCS,38.12,2.0,15503.4,1860.41,17363.81,Main Godown
PUR002526,2025-01-29,SUP007,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,268,PCS,38.14,3.0,9914.87,1189.78,11104.65,Main Godown
PUR002527,2025-02-22,SUP008,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,257,PCS,37.84,2.0,9530.38,1143.65,10674.03,Tonk Branch
PUR002528,2025-03-30,SUP009,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,310,PCS,38.15,0.0,11826.5,1419.18,13245.68,Main Godown
PUR002529,2025-04-19,SUP010,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,230,PCS,37.93,0.0,8723.9,1046.87,9770.77,Tonk Branch
PUR002530,2025-05-31,SUP011,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,291,PCS,38.21,1.0,11007.92,1320.95,12328.87,Main Godown
PUR002531,2025-06-19,SUP012,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,254,PCS,38.27,0.0,9720.58,1166.47,10887.05,Main Godown
PUR002532,2025-07-22,SUP013,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,238,PCS,38.35,0.0,9127.3,1095.28,10222.58,Main Godown
PUR002533,2025-08-31,SUP014,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,176,PCS,38.12,2.0,6574.94,788.99,7363.93,Main Godown
PUR002534,2025-09-20,SUP015,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,537,PCS,38.1,0.0,20459.7,2455.16,22914.86,Main Godown
PUR002535,2025-10-29,SUP001,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,151,PCS,38.28,3.0,5606.87,672.82,6279.69,Tonk Branch
PUR002536,2025-11-30,SUP002,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,154,PCS,37.91,0.0,5838.14,700.58,6538.72,Main Godown
PUR002537,2025-12-22,SUP003,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,298,PCS,37.82,1.0,11157.66,1338.92,12496.58,Main Godown
PUR002538,2026-01-20,SUP004,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,122,PCS,37.83,1.0,4569.11,548.29,5117.4,Main Godown
PUR002539,2026-02-15,SUP005,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,311,PCS,37.9,0.0,11786.9,1414.43,13201.33,Main Godown
PUR002540,2026-03-26,SUP006,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,214,PCS,38.22,1.0,8097.29,971.67,9068.96,Main Godown
PUR002541,2026-04-22,SUP007,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,281,PCS,38.01,2.0,10467.19,1256.06,11723.25,Tonk Branch
PUR002542,2026-05-23,SUP008,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,150,PCS,38.22,3.0,5561.01,667.32,6228.33,Tonk Branch
PUR002543,2026-06-30,SUP009,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,363,PCS,38.24,3.0,13464.69,1615.76,15080.45,Tonk Branch
PUR002544,2026-07-21,SUP010,ITC Tobacco & Foods Jaipur,PRD0106,Classmate Notebook,172pg,210,PCS,38.19,0.0,8019.9,962.39,8982.29,Main Godown
PUR002545,2024-09-01,SUP011,Local Supplier,PRD0107,Natraj Pencil,12pcs,286,PCS,28.14,2.0,7887.08,946.45,8833.53,Tonk Branch
PUR002546,2024-09-20,SUP012,Local Supplier,PRD0107,Natraj Pencil,12pcs,47,PCS,27.95,1.0,1300.51,156.06,1456.57,Main Godown
PUR002547,2024-10-23,SUP013,Local Supplier,PRD0107,Natraj Pencil,12pcs,45,PCS,28.0,0.0,1260.0,151.2,1411.2,Tonk Branch
PUR002548,2024-11-24,SUP014,Local Supplier,PRD0107,Natraj Pencil,12pcs,422,PCS,28.24,2.0,11678.93,1401.47,13080.4,Main Godown
PUR002549,2024-12-22,SUP015,Local Supplier,PRD0107,Natraj Pencil,12pcs,121,PCS,27.99,3.0,3285.19,394.22,3679.41,Main Godown
PUR002550,2025-01-18,SUP001,Local Supplier,PRD0107,Natraj Pencil,12pcs,150,PCS,28.11,2.0,4132.17,495.86,4628.03,Main Godown
PUR002551,2025-02-23,SUP002,Local Supplier,PRD0107,Natraj Pencil,12pcs,311,PCS,28.1,1.0,8651.71,1038.21,9689.92,Main Godown
PUR002552,2025-03-20,SUP003,Local Supplier,PRD0107,Natraj Pencil,12pcs,163,PCS,28.27,2.0,4515.85,541.9,5057.75,Tonk Branch
PUR002553,2025-04-25,SUP004,Local Supplier,PRD0107,Natraj Pencil,12pcs,105,PCS,28.13,2.0,2894.58,347.35,3241.93,Tonk Branch
PUR002554,2025-05-23,SUP005,Local Supplier,PRD0107,Natraj Pencil,12pcs,214,PCS,27.94,0.0,5979.16,717.5,6696.66,Tonk Branch
PUR002555,2025-06-27,SUP006,Local Supplier,PRD0107,Natraj Pencil,12pcs,47,PCS,28.12,0.0,1321.64,158.6,1480.24,Main Godown
PUR002556,2025-07-29,SUP007,Local Supplier,PRD0107,Natraj Pencil,12pcs,332,PCS,28.17,3.0,9071.87,1088.62,10160.49,Main Godown
PUR002557,2025-08-30,SUP008,Local Supplier,PRD0107,Natraj Pencil,12pcs,77,PCS,27.95,0.0,2152.15,258.26,2410.41,Main Godown
PUR002558,2025-09-30,SUP009,Local Supplier,PRD0107,Natraj Pencil,12pcs,177,PCS,28.24,1.0,4948.5,593.82,5542.32,Main Godown
PUR002559,2025-10-27,SUP010,Local Supplier,PRD0107,Natraj Pencil,12pcs,139,PCS,28.09,0.0,3904.51,468.54,4373.05,Main Godown
PUR002560,2025-12-01,SUP011,Local Supplier,PRD0107,Natraj Pencil,12pcs,176,PCS,28.16,0.0,4956.16,594.74,5550.9,Main Godown
PUR002561,2025-12-22,SUP012,Local Supplier,PRD0107,Natraj Pencil,12pcs,181,PCS,28.27,2.0,5014.53,601.74,5616.27,Main Godown
PUR002562,2026-01-24,SUP013,Local Supplier,PRD0107,Natraj Pencil,12pcs,130,PCS,27.96,2.0,3562.1,427.45,3989.55,Tonk Branch
PUR002563,2026-02-19,SUP014,Local Supplier,PRD0107,Natraj Pencil,12pcs,333,PCS,28.1,0.0,9357.3,1122.88,10480.18,Main Godown
PUR002564,2026-03-21,SUP015,Local Supplier,PRD0107,Natraj Pencil,12pcs,182,PCS,28.07,0.0,5108.74,613.05,5721.79,Tonk Branch
PUR002565,2026-05-01,SUP001,Local Supplier,PRD0107,Natraj Pencil,12pcs,375,PCS,28.15,3.0,10239.56,1228.75,11468.31,Tonk Branch
PUR002566,2026-05-24,SUP002,Local Supplier,PRD0107,Natraj Pencil,12pcs,237,PCS,28.03,0.0,6643.11,797.17,7440.28,Main Godown
PUR002567,2026-06-18,SUP003,Local Supplier,PRD0107,Natraj Pencil,12pcs,165,PCS,28.03,2.0,4532.45,543.89,5076.34,Tonk Branch
PUR002568,2026-07-30,SUP004,Local Supplier,PRD0107,Natraj Pencil,12pcs,150,PCS,28.14,3.0,4094.37,491.32,4585.69,Tonk Branch
PUR002569,2024-09-01,SUP005,Local Supplier,PRD0108,Stayfree Pads,8pcs,156,PCS,65.45,2.0,10006.0,1200.72,11206.72,Tonk Branch
PUR002570,2024-09-29,SUP006,Local Supplier,PRD0108,Stayfree Pads,8pcs,379,PCS,64.87,3.0,23848.16,2861.78,26709.94,Main Godown
PUR002571,2024-11-01,SUP007,Local Supplier,PRD0108,Stayfree Pads,8pcs,219,PCS,65.09,3.0,13827.07,1659.25,15486.32,Tonk Branch
PUR002572,2024-11-17,SUP008,Local Supplier,PRD0108,Stayfree Pads,8pcs,253,PCS,65.6,1.0,16430.83,1971.7,18402.53,Main Godown
PUR002573,2024-12-24,SUP009,Local Supplier,PRD0108,Stayfree Pads,8pcs,362,PCS,65.2,1.0,23366.38,2803.97,26170.35,Main Godown
PUR002574,2025-01-22,SUP010,Local Supplier,PRD0108,Stayfree Pads,8pcs,108,PCS,64.68,1.0,6915.59,829.87,7745.46,Main Godown
PUR002575,2025-02-20,SUP011,Local Supplier,PRD0108,Stayfree Pads,8pcs,176,PCS,65.05,2.0,11219.82,1346.38,12566.2,Tonk Branch
PUR002576,2025-03-28,SUP012,Local Supplier,PRD0108,Stayfree Pads,8pcs,224,PCS,64.68,3.0,14053.67,1686.44,15740.11,Main Godown
PUR002577,2025-04-24,SUP013,Local Supplier,PRD0108,Stayfree Pads,8pcs,224,PCS,65.37,2.0,14350.02,1722.0,16072.02,Tonk Branch
PUR002578,2025-05-26,SUP014,Local Supplier,PRD0108,Stayfree Pads,8pcs,358,PCS,65.42,2.0,22951.95,2754.23,25706.18,Main Godown
PUR002579,2025-06-30,SUP015,Local Supplier,PRD0108,Stayfree Pads,8pcs,197,PCS,65.21,2.0,12589.44,1510.73,14100.17,Main Godown
PUR002580,2025-07-22,SUP001,Local Supplier,PRD0108,Stayfree Pads,8pcs,262,PCS,64.73,0.0,16959.26,2035.11,18994.37,Main Godown
PUR002581,2025-08-25,SUP002,Local Supplier,PRD0108,Stayfree Pads,8pcs,235,PCS,65.15,2.0,15004.05,1800.49,16804.54,Main Godown
PUR002582,2025-09-18,SUP003,Local Supplier,PRD0108,Stayfree Pads,8pcs,232,PCS,65.36,1.0,15011.88,1801.43,16813.31,Tonk Branch
PUR002583,2025-10-30,SUP004,Local Supplier,PRD0108,Stayfree Pads,8pcs,192,PCS,65.28,3.0,12157.75,1458.93,13616.68,Main Godown
PUR002584,2025-11-19,SUP005,Local Supplier,PRD0108,Stayfree Pads,8pcs,246,PCS,65.06,1.0,15844.71,1901.37,17746.08,Tonk Branch
PUR002585,2025-12-28,SUP006,Local Supplier,PRD0108,Stayfree Pads,8pcs,109,PCS,65.18,1.0,7033.57,844.03,7877.6,Main Godown
PUR002586,2026-01-29,SUP007,Local Supplier,PRD0108,Stayfree Pads,8pcs,163,PCS,64.82,2.0,10354.35,1242.52,11596.87,Main Godown
PUR002587,2026-02-26,SUP008,Local Supplier,PRD0108,Stayfree Pads,8pcs,344,PCS,65.6,1.0,22340.74,2680.89,25021.63,Main Godown
PUR002588,2026-03-24,SUP009,Local Supplier,PRD0108,Stayfree Pads,8pcs,362,PCS,65.26,2.0,23151.64,2778.2,25929.84,Main Godown
PUR002589,2026-04-20,SUP010,Local Supplier,PRD0108,Stayfree Pads,8pcs,224,PCS,65.39,3.0,14207.94,1704.95,15912.89,Main Godown
PUR002590,2026-05-27,SUP011,Local Supplier,PRD0108,Stayfree Pads,8pcs,258,PCS,65.64,0.0,16935.12,2032.21,18967.33,Tonk Branch
PUR002591,2026-06-28,SUP012,Local Supplier,PRD0108,Stayfree Pads,8pcs,212,PCS,65.06,0.0,13792.72,1655.13,15447.85,Tonk Branch
PUR002592,2026-07-27,SUP013,Local Supplier,PRD0108,Stayfree Pads,8pcs,264,PCS,64.99,2.0,16814.21,2017.71,18831.92,Tonk Branch
PUR002593,2024-09-01,SUP014,P&G Sub-Distributor Tonk,PRD0109,Whisper Ultra,8pcs,358,PCS,67.68,2.0,23744.85,2849.38,26594.23,Tonk Branch
PUR002594,2024-09-30,SUP015,P&G Sub-Distributor Tonk,PRD0109,Whisper Ultra,8pcs,171,PCS,68.45,0.0,11704.95,1404.59,13109.54,Main Godown
PUR002595,2024-10-24,SUP001,P&G Sub-Distributor Tonk,PRD0109,Whisper Ultra,8pcs,27,PCS,68.56,1.0,1832.61,219.91,2052.52,Main Godown
PUR002596,2024-12-01,SUP002,P&G Sub-Distributor Tonk,PRD0109,Whisper Ultra,8pcs,327,PCS,67.9,2.0,21759.23,2611.11,24370.34,Main Godown
