voucher_no,voucher_date,customer_id,party_name,place,product_id,stock_item,pack,qty,unit,rate_cost,rate_sale,discount_pct,taxable_amount,gst_amount,invoice_amount,godown,salesman_name,voucher_type
SAL031666,2025-01-16,CUST0298,Kasliwal Sons,Khanpur,PRD0001,Brooke Bond Red Label Tea,250g,2,PCS,95.72,130.0,0.0,260.0,31.2,25763.03,Main Godown,Nikhil Gupta,Sales
SAL031666,2025-01-16,CUST0298,Kasliwal Sons,Khanpur,PRD0133,Mortein Insect Spray,300ml,42,PCS,143.13,215.0,0.0,9030.0,1083.6,25763.03,Tonk Branch,Nikhil Gupta,Sales
SAL031666,2025-01-16,CUST0298,Kasliwal Sons,Khanpur,PRD0130,Tiger Biscuit,100g,30,PCS,18.26,26.0,0.0,780.0,93.6,25763.03,Tonk Branch,Nikhil Gupta,Sales
SAL031666,2025-01-16,CUST0298,Kasliwal Sons,Khanpur,PRD0015,Tropicana Orange Juice,1L,16,PCS,77.67,110.0,7.0,1636.8,196.42,25763.03,Tonk Branch,Nikhil Gupta,Sales
SAL031666,2025-01-16,CUST0298,Kasliwal Sons,Khanpur,PRD0029,Gillette Mach3 Razor,2pcs,26,PCS,95.48,145.0,0.0,3770.0,678.6,25763.03,Tonk Branch,Nikhil Gupta,Sales
SAL031666,2025-01-16,CUST0298,Kasliwal Sons,Khanpur,PRD0095,Havmor Ice Cream,500ml,36,PCS,96.16,130.0,0.0,4680.0,234.0,25763.03,Main Godown,Nikhil Gupta,Sales
SAL031666,2025-01-16,CUST0298,Kasliwal Sons,Khanpur,PRD0047,Odonil Air Freshener,50g,25,PCS,42.54,65.0,0.0,1625.0,195.0,25763.03,Tonk Branch,Nikhil Gupta,Sales
SAL031673,2025-04-23,CUST0298,Kasliwal Sons,Khanpur,PRD0115,Dynamo Liquid Detergent,1L,21,PCS,116.46,170.0,10.0,3213.0,385.56,5609.2,Tonk Branch,Nikhil Gupta,Sales
SAL031673,2025-04-23,CUST0298,Kasliwal Sons,Khanpur,PRD0054,Marie Gold Biscuit,250g,39,PCS,24.47,34.0,0.0,1326.0,159.12,5609.2,Tonk Branch,Nikhil Gupta,Sales
SAL031673,2025-04-23,CUST0298,Kasliwal Sons,Khanpur,PRD0060,Maggi Noodles,70g,11,PCS,11.04,16.0,7.0,163.68,19.64,5609.2,Main Godown,Nikhil Gupta,Sales
SAL031673,2025-04-23,CUST0298,Kasliwal Sons,Khanpur,PRD0035,Pears Soap,75g,5,PCS,38.43,58.0,0.0,290.0,52.2,5609.2,Tonk Branch,Nikhil Gupta,Sales
SAL031682,2025-06-18,CUST0298,Kasliwal Sons,Khanpur,PRD0031,Nivea Cream,200ml,22,PCS,149.43,220.0,0.0,4840.0,871.2,25194.89,Main Godown,Amit Sharma,Sales
SAL031682,2025-06-18,CUST0298,Kasliwal Sons,Khanpur,PRD0034,Vim Dishwash Bar,300g,4,PCS,18.08,28.0,3.0,108.64,19.56,25194.89,Tonk Branch,Amit Sharma,Sales
SAL031682,2025-06-18,CUST0298,Kasliwal Sons,Khanpur,PRD0081,Patanjali Ghee,1L,38,PCS,382.47,495.0,2.0,18433.8,921.69,25194.89,Tonk Branch,Amit Sharma,Sales
SAL031696,2025-10-20,CUST0298,Kasliwal Sons,Khanpur,PRD0112,Bisleri Water 500ml,500ml,8,PCS,8.08,15.0,0.0,120.0,21.6,1728.5,Sawai Madhopur Branch,Amit Sharma,Sales
SAL031696,2025-10-20,CUST0298,Kasliwal Sons,Khanpur,PRD0008,Slice Mango Drink,600ml,7,PCS,28.25,40.0,5.0,266.0,31.92,1728.5,Tonk Branch,Amit Sharma,Sales
SAL031696,2025-10-20,CUST0298,Kasliwal Sons,Khanpur,PRD0075,Tata Salt,1kg,55,PCS,18.04,24.0,7.0,1227.6,61.38,1728.5,Tonk Branch,Amit Sharma,Sales
SAL031714,2026-02-10,CUST0298,Kasliwal Sons,Khanpur,PRD0135,Dettol Antiseptic Liquid,250ml,37,PCS,76.4,115.0,7.0,3957.15,474.86,14588.05,Main Godown,Amit Sharma,Sales
SAL031714,2026-02-10,CUST0298,Kasliwal Sons,Khanpur,PRD0101,Vicks VapoRub,50ml,49,PCS,97.77,148.0,0.0,7252.0,870.24,14588.05,Main Godown,Amit Sharma,Sales
SAL031714,2026-02-10,CUST0298,Kasliwal Sons,Khanpur,PRD0073,Saffola Gold Oil,1L,5,PCS,145.99,195.0,3.0,945.75,47.29,14588.05,Main Godown,Amit Sharma,Sales
SAL031714,2026-02-10,CUST0298,Kasliwal Sons,Khanpur,PRD0028,Vivel Soap,100g,30,PCS,20.39,30.0,2.0,882.0,158.76,14588.05,Tonk Branch,Amit Sharma,Sales
SAL031716,2026-03-12,CUST0298,Kasliwal Sons,Khanpur,PRD0025,Pantene Shampoo,180ml,30,PCS,127.16,185.0,0.0,5550.0,999.0,7086.6,Tonk Branch,Nikhil Gupta,Sales
SAL031716,2026-03-12,CUST0298,Kasliwal Sons,Khanpur,PRD0011,Sprite,750ml,12,PCS,28.48,40.0,0.0,480.0,57.6,7086.6,Sawai Madhopur Branch,Nikhil Gupta,Sales
SAL031719,2026-03-16,CUST0298,Kasliwal Sons,Khanpur,PRD0039,Wheel Detergent,1kg,12,PCS,55.69,82.0,10.0,885.6,106.27,991.87,Sawai Madhopur Branch,Nikhil Gupta,Sales
SAL031732,2026-08-06,CUST0298,Kasliwal Sons,Khanpur,PRD0119,Battery Duracell AA,2pcs,35,PCS,58.63,85.0,0.0,2975.0,357.0,5569.11,Main Godown,Nikhil Gupta,Sales
SAL031732,2026-08-06,CUST0298,Kasliwal Sons,Khanpur,PRD0056,Kurkure Masala,90g,28,PCS,19.24,27.0,2.0,740.88,88.91,5569.11,Main Godown,Nikhil Gupta,Sales
SAL031732,2026-08-06,CUST0298,Kasliwal Sons,Khanpur,PRD0046,All Out Mosquito Repellent,45ml,8,PCS,56.06,82.0,0.0,656.0,78.72,5569.11,Tonk Branch,Nikhil Gupta,Sales
SAL031732,2026-08-06,CUST0298,Kasliwal Sons,Khanpur,PRD0016,Colgate MaxFresh Toothpaste,200g,6,PCS,62.75,95.0,0.0,570.0,102.6,5569.11,Main Godown,Nikhil Gupta,Sales
SAL031735,2026-08-31,CUST0298,Kasliwal Sons,Khanpur,PRD0067,Crax Corn Rings,30g,20,PCS,8.14,12.0,0.0,240.0,28.8,2975.74,Main Godown,Amit Sharma,Sales
SAL031735,2026-08-31,CUST0298,Kasliwal Sons,Khanpur,PRD0054,Marie Gold Biscuit,250g,17,PCS,24.28,34.0,3.0,560.66,67.28,2975.74,Sawai Madhopur Branch,Amit Sharma,Sales
SAL031735,2026-08-31,CUST0298,Kasliwal Sons,Khanpur,PRD0083,Amul Cheese,200g,12,PCS,131.28,165.0,0.0,1980.0,99.0,2975.74,Main Godown,Amit Sharma,Sales
SAL031742,2024-09-28,CUST0299,Singh Enterprises,Todaraisingh,PRD0135,Dettol Antiseptic Liquid,250ml,28,PCS,76.47,115.0,0.0,3220.0,386.4,10065.54,Tonk Branch,Ravi Choudhary,Sales
SAL031742,2024-09-28,CUST0299,Singh Enterprises,Todaraisingh,PRD0003,Nescafe Classic,50g,12,PCS,197.52,280.0,2.0,3292.8,395.14,10065.54,Tonk Branch,Ravi Choudhary,Sales
SAL031742,2024-09-28,CUST0299,Singh Enterprises,Todaraisingh,PRD0090,Amul Gold Milk,1L,24,PCS,62.8,80.0,0.0,1920.0,96.0,10065.54,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031742,2024-09-28,CUST0299,Singh Enterprises,Todaraisingh,PRD0111,Bisleri Water 1L,1L,32,PCS,12.24,20.0,0.0,640.0,115.2,10065.54,Tonk Branch,Ravi Choudhary,Sales
SAL031753,2024-12-26,CUST0299,Singh Enterprises,Todaraisingh,PRD0047,Odonil Air Freshener,50g,37,PCS,42.17,65.0,0.0,2405.0,288.6,3327.91,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL031753,2024-12-26,CUST0299,Singh Enterprises,Todaraisingh,PRD0105,Reynolds Pen,10pcs,7,PCS,45.18,65.0,3.0,441.35,52.96,3327.91,Tonk Branch,Sanjay Rajput,Sales
SAL031753,2024-12-26,CUST0299,Singh Enterprises,Todaraisingh,PRD0005,Amul Kool Milk,200ml,5,PCS,18.28,25.0,0.0,125.0,15.0,3327.91,Tonk Branch,Sanjay Rajput,Sales
SAL031756,2025-01-13,CUST0299,Singh Enterprises,Todaraisingh,PRD0135,Dettol Antiseptic Liquid,250ml,9,PCS,75.52,115.0,0.0,1035.0,124.2,1159.2,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL031761,2025-02-12,CUST0299,Singh Enterprises,Todaraisingh,PRD0116,Fevicol SH Adhesive,200g,23,PCS,63.22,95.0,0.0,2185.0,262.2,16503.2,Main Godown,Sanjay Rajput,Sales
SAL031761,2025-02-12,CUST0299,Singh Enterprises,Todaraisingh,PRD0027,Dabur Amla Hair Oil,500ml,35,PCS,68.34,100.0,0.0,3500.0,630.0,16503.2,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL031761,2025-02-12,CUST0299,Singh Enterprises,Todaraisingh,PRD0108,Stayfree Pads,8pcs,2,PCS,65.18,95.0,0.0,190.0,22.8,16503.2,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL031761,2025-02-12,CUST0299,Singh Enterprises,Todaraisingh,PRD0115,Dynamo Liquid Detergent,1L,45,PCS,115.86,170.0,7.0,7114.5,853.74,16503.2,Tonk Branch,Sanjay Rajput,Sales
SAL031761,2025-02-12,CUST0299,Singh Enterprises,Todaraisingh,PRD0052,Britannia Good Day,200g,41,PCS,27.38,38.0,0.0,1558.0,186.96,16503.2,Tonk Branch,Sanjay Rajput,Sales
SAL031762,2025-02-08,CUST0299,Singh Enterprises,Todaraisingh,PRD0051,Parle-G Biscuit,800g,16,PCS,38.27,55.0,3.0,853.6,102.43,3832.33,Main Godown,Sanjay Rajput,Sales
SAL031762,2025-02-08,CUST0299,Singh Enterprises,Todaraisingh,PRD0077,Catch Black Pepper,50g,35,PCS,38.47,52.0,2.0,1783.6,89.18,3832.33,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL031762,2025-02-08,CUST0299,Singh Enterprises,Todaraisingh,PRD0099,Band-Aid Strips,10pcs,28,PCS,22.41,32.0,0.0,896.0,107.52,3832.33,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL031772,2025-06-27,CUST0299,Singh Enterprises,Todaraisingh,PRD0059,Haldiram Aloo Bhujia,150g,21,PCS,48.64,70.0,0.0,1470.0,176.4,2938.25,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031772,2025-06-27,CUST0299,Singh Enterprises,Todaraisingh,PRD0065,Bingo Mad Angles,90g,21,PCS,22.38,32.0,7.0,624.96,75.0,2938.25,Main Godown,Ravi Choudhary,Sales
SAL031772,2025-06-27,CUST0299,Singh Enterprises,Todaraisingh,PRD0032,Fair & Lovely Cream,100g,6,PCS,58.02,88.0,5.0,501.6,90.29,2938.25,Tonk Branch,Ravi Choudhary,Sales
SAL031784,2025-08-29,CUST0299,Singh Enterprises,Todaraisingh,PRD0096,Dettol Handwash,200ml,37,PCS,65.64,95.0,5.0,3339.25,400.71,4908.16,Tonk Branch,Ravi Choudhary,Sales
SAL031784,2025-08-29,CUST0299,Singh Enterprises,Todaraisingh,PRD0028,Vivel Soap,100g,33,PCS,20.24,30.0,0.0,990.0,178.2,4908.16,Main Godown,Ravi Choudhary,Sales
SAL031793,2025-10-18,CUST0299,Singh Enterprises,Todaraisingh,PRD0006,Frooti Mango Drink,200ml,32,PCS,9.04,13.0,0.0,416.0,49.92,5408.27,Tonk Branch,Ravi Choudhary,Sales
SAL031793,2025-10-18,CUST0299,Singh Enterprises,Todaraisingh,PRD0088,Mother Dairy Curd,400g,29,PCS,35.67,48.0,0.0,1392.0,69.6,5408.27,Main Godown,Ravi Choudhary,Sales
SAL031793,2025-10-18,CUST0299,Singh Enterprises,Todaraisingh,PRD0073,Saffola Gold Oil,1L,17,PCS,146.71,195.0,0.0,3315.0,165.75,5408.27,Main Godown,Ravi Choudhary,Sales
SAL031800,2025-11-21,CUST0299,Singh Enterprises,Todaraisingh,PRD0015,Tropicana Orange Juice,1L,35,PCS,78.46,110.0,0.0,3850.0,462.0,6393.52,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031800,2025-11-21,CUST0299,Singh Enterprises,Todaraisingh,PRD0118,Castrol Oil,1L,5,PCS,249.43,360.0,2.0,1764.0,317.52,6393.52,Main Godown,Ravi Choudhary,Sales
SAL031812,2026-02-18,CUST0299,Singh Enterprises,Todaraisingh,PRD0087,Amul Dahi,400g,7,PCS,38.29,50.0,3.0,339.5,16.98,5747.37,Main Godown,Sanjay Rajput,Sales
SAL031812,2026-02-18,CUST0299,Singh Enterprises,Todaraisingh,PRD0119,Battery Duracell AA,2pcs,33,PCS,59.14,85.0,2.0,2748.9,329.87,5747.37,Main Godown,Sanjay Rajput,Sales
SAL031812,2026-02-18,CUST0299,Singh Enterprises,Todaraisingh,PRD0059,Haldiram Aloo Bhujia,150g,5,PCS,48.79,70.0,3.0,339.5,40.74,5747.37,Tonk Branch,Sanjay Rajput,Sales
SAL031812,2026-02-18,CUST0299,Singh Enterprises,Todaraisingh,PRD0134,Colin Multipurpose Cleaner,500ml,7,PCS,62.34,95.0,3.0,645.05,77.41,5747.37,Tonk Branch,Sanjay Rajput,Sales
SAL031812,2026-02-18,CUST0299,Singh Enterprises,Todaraisingh,PRD0068,Perk Chocolate,36g,10,PCS,18.26,25.0,0.0,250.0,30.0,5747.37,Main Godown,Sanjay Rajput,Sales
SAL031812,2026-02-18,CUST0299,Singh Enterprises,Todaraisingh,PRD0017,Colgate Dental Cream,100g,14,PCS,38.75,58.0,3.0,787.64,141.78,5747.37,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL031813,2026-03-06,CUST0299,Singh Enterprises,Todaraisingh,PRD0089,Amul Paneer,200g,44,PCS,85.53,110.0,0.0,4840.0,242.0,17035.54,Main Godown,Sanjay Rajput,Sales
SAL031813,2026-03-06,CUST0299,Singh Enterprises,Todaraisingh,PRD0123,Ruchi Soya Oil,1L,22,PCS,120.97,165.0,2.0,3557.4,177.87,17035.54,Tonk Branch,Sanjay Rajput,Sales
SAL031813,2026-03-06,CUST0299,Singh Enterprises,Todaraisingh,PRD0019,Dettol Soap,125g,44,PCS,31.34,48.0,2.0,2069.76,372.56,17035.54,Main Godown,Sanjay Rajput,Sales
SAL031813,2026-03-06,CUST0299,Singh Enterprises,Todaraisingh,PRD0047,Odonil Air Freshener,50g,58,PCS,42.43,65.0,0.0,3770.0,452.4,17035.54,Tonk Branch,Sanjay Rajput,Sales
SAL031813,2026-03-06,CUST0299,Singh Enterprises,Todaraisingh,PRD0001,Brooke Bond Red Label Tea,250g,11,PCS,95.49,130.0,3.0,1387.1,166.45,17035.54,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL031820,2026-06-23,CUST0299,Singh Enterprises,Todaraisingh,PRD0040,Harpic Toilet Cleaner,500ml,8,PCS,81.45,125.0,0.0,1000.0,120.0,2700.74,Main Godown,Sanjay Rajput,Sales
SAL031820,2026-06-23,CUST0299,Singh Enterprises,Todaraisingh,PRD0085,Maggi Masala,100g,22,PCS,22.33,30.0,2.0,646.8,32.34,2700.74,Sawai Madhopur Branch,Sanjay Rajput,Sales
SAL031820,2026-06-23,CUST0299,Singh Enterprises,Todaraisingh,PRD0135,Dettol Antiseptic Liquid,250ml,7,PCS,75.67,115.0,0.0,805.0,96.6,2700.74,Tonk Branch,Sanjay Rajput,Sales
SAL031824,2026-07-13,CUST0299,Singh Enterprises,Todaraisingh,PRD0017,Colgate Dental Cream,100g,11,PCS,38.31,58.0,0.0,638.0,114.84,6114.84,Main Godown,Sanjay Rajput,Sales
SAL031824,2026-07-13,CUST0299,Singh Enterprises,Todaraisingh,PRD0069,Dairy Milk Chocolate,40g,26,PCS,35.16,50.0,0.0,1300.0,156.0,6114.84,Tonk Branch,Sanjay Rajput,Sales
SAL031824,2026-07-13,CUST0299,Singh Enterprises,Todaraisingh,PRD0096,Dettol Handwash,200ml,21,PCS,65.23,95.0,0.0,1995.0,239.4,6114.84,Tonk Branch,Sanjay Rajput,Sales
SAL031824,2026-07-13,CUST0299,Singh Enterprises,Todaraisingh,PRD0085,Maggi Masala,100g,32,PCS,22.17,30.0,0.0,960.0,48.0,6114.84,Main Godown,Sanjay Rajput,Sales
SAL031824,2026-07-13,CUST0299,Singh Enterprises,Todaraisingh,PRD0124,Naturefresh Oil,1L,4,PCS,116.62,158.0,0.0,632.0,31.6,6114.84,Tonk Branch,Sanjay Rajput,Sales
SAL031825,2026-07-13,CUST0299,Singh Enterprises,Todaraisingh,PRD0041,Lizol Floor Cleaner,500ml,27,PCS,72.09,110.0,3.0,2880.9,345.71,7715.7,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031825,2026-07-13,CUST0299,Singh Enterprises,Todaraisingh,PRD0040,Harpic Toilet Cleaner,500ml,24,PCS,81.52,125.0,0.0,3000.0,360.0,7715.7,Tonk Branch,Ravi Choudhary,Sales
SAL031825,2026-07-13,CUST0299,Singh Enterprises,Todaraisingh,PRD0127,Jim Jam Biscuit,150g,1,PCS,22.24,32.0,10.0,28.8,3.46,7715.7,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031825,2026-07-13,CUST0299,Singh Enterprises,Todaraisingh,PRD0080,Rajdhani Besan,1kg,12,PCS,63.04,85.0,7.0,948.6,47.43,7715.7,Main Godown,Ravi Choudhary,Sales
SAL031825,2026-07-13,CUST0299,Singh Enterprises,Todaraisingh,PRD0007,Maaza Mango,600ml,2,PCS,32.35,45.0,0.0,90.0,10.8,7715.7,Tonk Branch,Ravi Choudhary,Sales
SAL031826,2026-07-10,CUST0299,Singh Enterprises,Todaraisingh,PRD0081,Patanjali Ghee,1L,37,PCS,384.95,495.0,0.0,18315.0,915.75,28855.16,Tonk Branch,Ravi Choudhary,Sales
SAL031826,2026-07-10,CUST0299,Singh Enterprises,Todaraisingh,PRD0004,Bru Gold Coffee,100g,8,PCS,178.27,250.0,0.0,2000.0,240.0,28855.16,Tonk Branch,Ravi Choudhary,Sales
SAL031826,2026-07-10,CUST0299,Singh Enterprises,Todaraisingh,PRD0103,Hajmola Tablets,120pcs,39,PCS,35.7,50.0,0.0,1950.0,97.5,28855.16,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031826,2026-07-10,CUST0299,Singh Enterprises,Todaraisingh,PRD0007,Maaza Mango,600ml,47,PCS,32.39,45.0,0.0,2115.0,253.8,28855.16,Main Godown,Ravi Choudhary,Sales
SAL031826,2026-07-10,CUST0299,Singh Enterprises,Todaraisingh,PRD0034,Vim Dishwash Bar,300g,5,PCS,18.27,28.0,0.0,140.0,25.2,28855.16,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031826,2026-07-10,CUST0299,Singh Enterprises,Todaraisingh,PRD0133,Mortein Insect Spray,300ml,12,PCS,142.46,215.0,3.0,2502.6,300.31,28855.16,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031829,2026-07-25,CUST0299,Singh Enterprises,Todaraisingh,PRD0115,Dynamo Liquid Detergent,1L,7,PCS,116.65,170.0,0.0,1190.0,142.8,11962.25,Main Godown,Ravi Choudhary,Sales
SAL031829,2026-07-25,CUST0299,Singh Enterprises,Todaraisingh,PRD0026,Parachute Coconut Oil,500ml,22,PCS,75.83,110.0,0.0,2420.0,435.6,11962.25,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031829,2026-07-25,CUST0299,Singh Enterprises,Todaraisingh,PRD0117,Pidilite M-Seal,50g,40,PCS,48.94,72.0,2.0,2822.4,508.03,11962.25,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031829,2026-07-25,CUST0299,Singh Enterprises,Todaraisingh,PRD0093,Kwality Walls Cornetto,65ml,31,PCS,28.06,40.0,0.0,1240.0,62.0,11962.25,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031829,2026-07-25,CUST0299,Singh Enterprises,Todaraisingh,PRD0096,Dettol Handwash,200ml,22,PCS,65.32,95.0,3.0,2027.3,243.28,11962.25,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031829,2026-07-25,CUST0299,Singh Enterprises,Todaraisingh,PRD0018,Pepsodent Toothpaste,200g,9,PCS,55.02,82.0,0.0,738.0,132.84,11962.25,Main Godown,Ravi Choudhary,Sales
SAL031833,2026-08-21,CUST0299,Singh Enterprises,Todaraisingh,PRD0016,Colgate MaxFresh Toothpaste,200g,12,PCS,62.5,95.0,0.0,1140.0,205.2,6862.38,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031833,2026-08-21,CUST0299,Singh Enterprises,Todaraisingh,PRD0056,Kurkure Masala,90g,14,PCS,19.1,27.0,2.0,370.44,44.45,6862.38,Tonk Branch,Ravi Choudhary,Sales
SAL031833,2026-08-21,CUST0299,Singh Enterprises,Todaraisingh,PRD0054,Marie Gold Biscuit,250g,3,PCS,24.46,34.0,0.0,102.0,12.24,6862.38,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031833,2026-08-21,CUST0299,Singh Enterprises,Todaraisingh,PRD0103,Hajmola Tablets,120pcs,41,PCS,35.52,50.0,3.0,1988.5,99.42,6862.38,Main Godown,Ravi Choudhary,Sales
SAL031833,2026-08-21,CUST0299,Singh Enterprises,Todaraisingh,PRD0061,Yippee Noodles,70g,39,PCS,12.24,17.0,0.0,663.0,79.56,6862.38,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031833,2026-08-21,CUST0299,Singh Enterprises,Todaraisingh,PRD0022,Dove Soap,75g,29,PCS,42.8,65.0,3.0,1828.45,329.12,6862.38,Sawai Madhopur Branch,Ravi Choudhary,Sales
SAL031845,2024-12-27,CUST0300,Rajput Brothers,Malpura,PRD0023,Head & Shoulders Shampoo,180ml,4,PCS,118.74,175.0,0.0,700.0,126.0,6042.4,Tonk Branch,Pradeep Saini,Sales
SAL031845,2024-12-27,CUST0300,Rajput Brothers,Malpura,PRD0086,Amul Milk 1L Pouch,1L,31,PCS,55.82,68.0,0.0,2108.0,105.4,6042.4,Tonk Branch,Pradeep Saini,Sales
SAL031845,2024-12-27,CUST0300,Rajput Brothers,Malpura,PRD0121,Sarpan Hybrid Seeds,500g,11,PCS,187.22,260.0,0.0,2860.0,143.0,6042.4,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL031855,2025-03-26,CUST0300,Rajput Brothers,Malpura,PRD0053,Oreo Biscuit,120g,34,PCS,38.51,55.0,0.0,1870.0,224.4,4375.84,Main Godown,Kamal Jain,Sales
SAL031855,2025-03-26,CUST0300,Rajput Brothers,Malpura,PRD0132,Lizol Disinfectant Spray,500ml,20,PCS,68.91,105.0,3.0,2037.0,244.44,4375.84,Main Godown,Kamal Jain,Sales
SAL031879,2025-09-05,CUST0300,Rajput Brothers,Malpura,PRD0131,Harpic Bathroom Cleaner,500ml,21,PCS,79.31,120.0,0.0,2520.0,453.6,8148.35,Main Godown,Kamal Jain,Sales
SAL031879,2025-09-05,CUST0300,Rajput Brothers,Malpura,PRD0068,Perk Chocolate,36g,10,PCS,18.16,25.0,2.0,245.0,29.4,8148.35,Tonk Branch,Kamal Jain,Sales
SAL031879,2025-09-05,CUST0300,Rajput Brothers,Malpura,PRD0078,Everest Garam Masala,100g,18,PCS,55.79,75.0,2.0,1323.0,66.15,8148.35,Tonk Branch,Kamal Jain,Sales
SAL031879,2025-09-05,CUST0300,Rajput Brothers,Malpura,PRD0108,Stayfree Pads,8pcs,33,PCS,65.07,95.0,0.0,3135.0,376.2,8148.35,Main Godown,Kamal Jain,Sales
SAL031884,2025-10-08,CUST0300,Rajput Brothers,Malpura,PRD0059,Haldiram Aloo Bhujia,150g,14,PCS,48.48,70.0,7.0,911.4,109.37,6682.37,Tonk Branch,Pradeep Saini,Sales
SAL031884,2025-10-08,CUST0300,Rajput Brothers,Malpura,PRD0001,Brooke Bond Red Label Tea,250g,15,PCS,96.23,130.0,0.0,1950.0,234.0,6682.37,Main Godown,Pradeep Saini,Sales
SAL031884,2025-10-08,CUST0300,Rajput Brothers,Malpura,PRD0128,Hide & Seek Biscuit,120g,69,PCS,32.11,45.0,0.0,3105.0,372.6,6682.37,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL031887,2025-10-08,CUST0300,Rajput Brothers,Malpura,PRD0026,Parachute Coconut Oil,500ml,55,PCS,76.16,110.0,0.0,6050.0,1089.0,19914.71,Main Godown,Pradeep Saini,Sales
SAL031887,2025-10-08,CUST0300,Rajput Brothers,Malpura,PRD0135,Dettol Antiseptic Liquid,250ml,16,PCS,76.05,115.0,2.0,1803.2,216.38,19914.71,Tonk Branch,Pradeep Saini,Sales
SAL031887,2025-10-08,CUST0300,Rajput Brothers,Malpura,PRD0055,Lays Classic Chips,26g,66,PCS,9.07,13.0,7.0,797.94,95.75,19914.71,Tonk Branch,Pradeep Saini,Sales
SAL031887,2025-10-08,CUST0300,Rajput Brothers,Malpura,PRD0132,Lizol Disinfectant Spray,500ml,17,PCS,68.94,105.0,5.0,1695.75,203.49,19914.71,Main Godown,Pradeep Saini,Sales
SAL031887,2025-10-08,CUST0300,Rajput Brothers,Malpura,PRD0124,Naturefresh Oil,1L,48,PCS,117.21,158.0,0.0,7584.0,379.2,19914.71,Main Godown,Pradeep Saini,Sales
SAL031895,2026-01-16,CUST0300,Rajput Brothers,Malpura,PRD0027,Dabur Amla Hair Oil,500ml,25,PCS,69.02,100.0,0.0,2500.0,450.0,10729.92,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL031895,2026-01-16,CUST0300,Rajput Brothers,Malpura,PRD0070,Sunfeast Yumfills,50g,26,PCS,12.08,18.0,0.0,468.0,56.16,10729.92,Tonk Branch,Pradeep Saini,Sales
SAL031895,2026-01-16,CUST0300,Rajput Brothers,Malpura,PRD0074,Fortune Sunflower Oil,1L,16,PCS,125.87,170.0,0.0,2720.0,136.0,10729.92,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL031895,2026-01-16,CUST0300,Rajput Brothers,Malpura,PRD0087,Amul Dahi,400g,53,PCS,38.45,50.0,10.0,2385.0,119.25,10729.92,Main Godown,Pradeep Saini,Sales
SAL031895,2026-01-16,CUST0300,Rajput Brothers,Malpura,PRD0094,Amul Cone Ice Cream,65ml,38,PCS,22.42,32.0,0.0,1216.0,60.8,10729.92,Main Godown,Pradeep Saini,Sales
SAL031895,2026-01-16,CUST0300,Rajput Brothers,Malpura,PRD0057,Uncle Chips,60g,27,PCS,15.09,22.0,7.0,552.42,66.29,10729.92,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL031914,2026-04-27,CUST0300,Rajput Brothers,Malpura,PRD0034,Vim Dishwash Bar,300g,45,PCS,18.19,28.0,0.0,1260.0,226.8,14283.08,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL031914,2026-04-27,CUST0300,Rajput Brothers,Malpura,PRD0074,Fortune Sunflower Oil,1L,38,PCS,127.3,170.0,0.0,6460.0,323.0,14283.08,Sawai Madhopur Branch,Pradeep Saini,Sales
SAL031914,2026-04-27,CUST0300,Rajput Brothers,Malpura,PRD0039,Wheel Detergent,1kg,42,PCS,55.27,82.0,0.0,3444.0,413.28,14283.08,Main Godown,Pradeep Saini,Sales
SAL031914,2026-04-27,CUST0300,Rajput Brothers,Malpura,PRD0051,Parle-G Biscuit,800g,35,PCS,38.11,55.0,0.0,1925.0,231.0,14283.08,Main Godown,Pradeep Saini,Sales
