payment_voucher_no,payment_date,customer_id,party_name,voucher_no,payment_amount,payment_mode,reference_no
PAY028796,2025-11-21,CUST0281,Mittal Departmental Store,SAL029783,849.6,NEFT,REF00028796
PAY028808,2026-03-09,CUST0281,Mittal Departmental Store,SAL029795,1387.68,NEFT,REF00028808
PAY028815,2026-04-12,CUST0281,Mittal Departmental Store,SAL029802,9928.52,NEFT,REF00028815
PAY028829,2024-10-14,CUST0282,Kothari General Store,SAL029823,8843.28,Cheque,REF00028829
PAY028836,2024-12-13,CUST0282,Kothari General Store,SAL029830,22540.17,NEFT,REF00028836
PAY028837,2024-11-25,CUST0282,Kothari General Store,SAL029831,9379.42,UPI,REF00028837
PAY028838,2024-11-16,CUST0282,Kothari General Store,SAL029832,5670.0,NEFT,REF00028838
PAY028841,2024-11-29,CUST0282,Kothari General Store,SAL029835,2301.85,Cheque,REF00028841
PAY028850,2025-01-18,CUST0282,Kothari General Store,SAL029844,9347.92,Cheque,REF00028850
PAY028854,2025-03-04,CUST0282,Kothari General Store,SAL029848,8851.66,Cash,REF00028854
PAY028865,2025-04-25,CUST0282,Kothari General Store,SAL029859,6862.0,NEFT,REF00028865
PAY028872,2025-05-16,CUST0282,Kothari General Store,SAL029866,7576.81,NEFT,REF00028872
PAY028873,2025-05-27,CUST0282,Kothari General Store,SAL029867,15651.65,Cheque,REF00028873
PAY028874,2025-06-05,CUST0282,Kothari General Store,SAL029868,28266.73,Cash,REF00028874
PAY028889,2025-08-25,CUST0282,Kothari General Store,SAL029883,1648.04,UPI,REF00028889
PAY028892,2025-09-14,CUST0282,Kothari General Store,SAL029886,3853.64,UPI,REF00028892
PAY028897,2025-10-22,CUST0282,Kothari General Store,SAL029891,14773.31,Cash,REF00028897
PAY028900,2025-12-09,CUST0282,Kothari General Store,SAL029894,37292.4,NEFT,REF00028900
PAY028905,2026-01-14,CUST0282,Kothari General Store,SAL029899,15413.24,Cash,REF00028905
PAY028909,2026-03-11,CUST0282,Kothari General Store,SAL029903,5905.54,Cash,REF00028909
PAY028915,2026-04-29,CUST0282,Kothari General Store,SAL029909,14171.08,NEFT,REF00028915
PAY028926,2024-10-13,CUST0283,Mali Sons,SAL029921,2797.72,Cheque,REF00028926
PAY028928,2024-10-25,CUST0283,Mali Sons,SAL029923,6105.21,Cash,REF00028928
PAY028936,2024-11-23,CUST0283,Mali Sons,SAL029931,4218.5,UPI,REF00028936
PAY028942,2024-11-20,CUST0283,Mali Sons,SAL029937,6168.51,UPI,REF00028942
PAY028958,2024-12-28,CUST0283,Mali Sons,SAL029953,18279.46,NEFT,REF00028958
PAY028964,2025-01-10,CUST0283,Mali Sons,SAL029959,10339.28,Cash,REF00028964
PAY028970,2025-01-29,CUST0283,Mali Sons,SAL029965,7827.54,UPI,REF00028970
PAY028977,2025-02-14,CUST0283,Mali Sons,SAL029972,14208.54,Cash,REF00028977
PAY028985,2025-03-02,CUST0283,Mali Sons,SAL029980,13841.31,NEFT,REF00028985
PAY028990,2025-03-16,CUST0283,Mali Sons,SAL029985,8141.87,UPI,REF00028990
PAY028991,2025-03-24,CUST0283,Mali Sons,SAL029986,7341.99,UPI,REF00028991
PAY028992,2025-03-09,CUST0283,Mali Sons,SAL029987,5201.23,Cash,REF00028992
PAY029001,2025-04-26,CUST0283,Mali Sons,SAL029996,6433.2,NEFT,REF00029001
PAY029020,2025-05-29,CUST0283,Mali Sons,SAL030015,19141.08,NEFT,REF00029020
PAY029022,2025-07-01,CUST0283,Mali Sons,SAL030017,9744.9,NEFT,REF00029022
PAY029023,2025-06-08,CUST0283,Mali Sons,SAL030018,8998.4,Cheque,REF00029023
PAY029025,2025-06-22,CUST0283,Mali Sons,SAL030020,25180.42,Cheque,REF00029025
PAY029030,2025-06-13,CUST0283,Mali Sons,SAL030025,8590.05,UPI,REF00029030
PAY029031,2025-06-07,CUST0283,Mali Sons,SAL030026,14528.5,UPI,REF00029031
PAY029033,2025-06-19,CUST0283,Mali Sons,SAL030028,6266.82,Cheque,REF00029033
PAY029040,2025-07-17,CUST0283,Mali Sons,SAL030035,6235.66,Cash,REF00029040
PAY029046,2025-07-03,CUST0283,Mali Sons,SAL030041,3675.14,Cheque,REF00029046
PAY029047,2025-08-05,CUST0283,Mali Sons,SAL030042,12871.26,NEFT,REF00029047
PAY029056,2025-09-16,CUST0283,Mali Sons,SAL030051,7992.0,Cheque,REF00029056
PAY029074,2025-10-06,CUST0283,Mali Sons,SAL030069,6598.22,Cash,REF00029074
PAY029087,2025-12-05,CUST0283,Mali Sons,SAL030082,10017.14,NEFT,REF00029087
PAY029088,2025-11-14,CUST0283,Mali Sons,SAL030083,10302.37,Cheque,REF00029088
PAY029090,2025-11-29,CUST0283,Mali Sons,SAL030085,2853.76,Cash,REF00029090
PAY029111,2025-12-14,CUST0283,Mali Sons,SAL030106,23579.65,Cash,REF00029111
PAY029118,2026-01-08,CUST0283,Mali Sons,SAL030113,5801.04,Cheque,REF00029118
PAY029119,2026-01-07,CUST0283,Mali Sons,SAL030114,7527.29,UPI,REF00029119
PAY029123,2026-02-10,CUST0283,Mali Sons,SAL030118,14573.36,UPI,REF00029123
PAY029159,2026-05-01,CUST0283,Mali Sons,SAL030154,8996.35,Cash,REF00029159
PAY029161,2026-05-29,CUST0283,Mali Sons,SAL030156,3623.11,UPI,REF00029161
PAY029166,2026-05-02,CUST0283,Mali Sons,SAL030161,3613.36,UPI,REF00029166
PAY029178,2026-06-12,CUST0283,Mali Sons,SAL030173,191.52,UPI,REF00029178
PAY029183,2026-06-09,CUST0283,Mali Sons,SAL030178,3803.72,Cash,REF00029183
PAY029186,2026-06-23,CUST0283,Mali Sons,SAL030181,20454.53,UPI,REF00029186
PAY029210,2026-08-06,CUST0283,Mali Sons,SAL030205,1805.76,NEFT,REF00029210
PAY029223,2025-04-17,CUST0284,Bohra Sons,SAL030232,13035.68,NEFT,REF00029223
PAY029238,2025-09-19,CUST0284,Bohra Sons,SAL030247,8470.43,UPI,REF00029238
PAY029266,2026-02-07,CUST0284,Bohra Sons,SAL030275,7995.4,Cash,REF00029266
PAY029282,2026-05-03,CUST0284,Bohra Sons,SAL030291,9604.59,Cash,REF00029282
PAY029285,2026-05-02,CUST0284,Bohra Sons,SAL030294,13227.16,NEFT,REF00029285
PAY029286,2026-06-06,CUST0284,Bohra Sons,SAL030295,18212.99,NEFT,REF00029286
PAY029292,2026-05-31,CUST0284,Bohra Sons,SAL030301,20118.65,NEFT,REF00029292
PAY029301,2026-08-04,CUST0284,Bohra Sons,SAL030310,2772.0,UPI,REF00029301
PAY029302,2026-07-10,CUST0284,Bohra Sons,SAL030311,11194.96,UPI,REF00029302
PAY029310,2026-08-30,CUST0284,Bohra Sons,SAL030320,9388.21,Cheque,REF00029310
PAY029314,2024-12-01,CUST0285,Kasliwal Enterprises,SAL030327,15419.15,Cash,REF00029314
PAY029319,2025-04-11,CUST0285,Kasliwal Enterprises,SAL030332,1588.75,Cash,REF00029319
PAY029321,2025-04-02,CUST0285,Kasliwal Enterprises,SAL030334,2817.02,Cash,REF00029321
PAY029324,2025-06-17,CUST0285,Kasliwal Enterprises,SAL030337,8145.25,Cheque,REF00029324
PAY029333,2025-11-30,CUST0285,Kasliwal Enterprises,SAL030346,1785.7,Cash,REF00029333
PAY029339,2025-11-26,CUST0285,Kasliwal Enterprises,SAL030352,12658.35,Cash,REF00029339
PAY029346,2026-05-09,CUST0285,Kasliwal Enterprises,SAL030359,449.86,UPI,REF00029346
PAY029347,2026-05-09,CUST0285,Kasliwal Enterprises,SAL030360,29916.43,UPI,REF00029347
PAY029352,2025-03-22,CUST0286,Yadav Supermart,SAL030366,136.02,NEFT,REF00029352
PAY029364,2025-11-15,CUST0287,Bairwa Provisions,SAL030378,13556.73,Cheque,REF00029364
PAY029374,2026-03-18,CUST0287,Bairwa Provisions,SAL030388,13105.12,Cheque,REF00029374
PAY029384,2024-11-16,CUST0288,Agarwal Kirana,SAL030398,7020.16,Cheque,REF00029384
PAY029387,2024-12-24,CUST0288,Agarwal Kirana,SAL030401,15246.13,Cash,REF00029387
PAY029391,2025-01-31,CUST0288,Agarwal Kirana,SAL030405,2980.62,Cash,REF00029391
PAY029393,2025-02-21,CUST0288,Agarwal Kirana,SAL030407,3374.53,UPI,REF00029393
PAY029415,2025-07-08,CUST0288,Agarwal Kirana,SAL030429,1827.68,NEFT,REF00029415
PAY029426,2025-08-14,CUST0288,Agarwal Kirana,SAL030440,6114.85,UPI,REF00029426
PAY029427,2025-08-09,CUST0288,Agarwal Kirana,SAL030441,4977.12,Cash,REF00029427
PAY029440,2025-11-22,CUST0288,Agarwal Kirana,SAL030454,8037.55,Cheque,REF00029440
PAY029442,2025-11-28,CUST0288,Agarwal Kirana,SAL030456,11525.16,UPI,REF00029442
PAY029444,2025-12-12,CUST0288,Agarwal Kirana,SAL030458,1227.38,Cash,REF00029444
PAY029445,2025-12-16,CUST0288,Agarwal Kirana,SAL030459,3581.63,NEFT,REF00029445
PAY029467,2026-04-13,CUST0288,Agarwal Kirana,SAL030481,12540.43,NEFT,REF00029467
PAY029477,2026-06-03,CUST0288,Agarwal Kirana,SAL030491,16935.28,Cheque,REF00029477
PAY029480,2026-05-06,CUST0288,Agarwal Kirana,SAL030494,4488.41,Cheque,REF00029480
PAY029486,2026-07-21,CUST0288,Agarwal Kirana,SAL030500,25892.3,Cash,REF00029486
PAY029502,2024-11-03,CUST0289,Kothari Provisions,SAL030519,9068.88,NEFT,REF00029502
PAY029509,2024-12-19,CUST0289,Kothari Provisions,SAL030526,2114.67,Cash,REF00029509
PAY029525,2025-02-13,CUST0289,Kothari Provisions,SAL030542,4890.85,NEFT,REF00029525
PAY029526,2025-02-10,CUST0289,Kothari Provisions,SAL030543,18991.92,NEFT,REF00029526
PAY029532,2025-03-22,CUST0289,Kothari Provisions,SAL030549,3574.63,NEFT,REF00029532
PAY029535,2025-03-27,CUST0289,Kothari Provisions,SAL030552,274.56,Cheque,REF00029535
PAY029548,2025-04-02,CUST0289,Kothari Provisions,SAL030565,6831.05,Cheque,REF00029548
PAY029551,2025-06-01,CUST0289,Kothari Provisions,SAL030568,10507.95,UPI,REF00029551
PAY029553,2025-05-06,CUST0289,Kothari Provisions,SAL030570,5344.8,Cash,REF00029553
PAY029558,2025-06-14,CUST0289,Kothari Provisions,SAL030575,11101.36,NEFT,REF00029558
PAY029559,2025-06-26,CUST0289,Kothari Provisions,SAL030576,6433.29,Cash,REF00029559
PAY029567,2025-07-19,CUST0289,Kothari Provisions,SAL030584,4055.23,NEFT,REF00029567
PAY029575,2025-09-03,CUST0289,Kothari Provisions,SAL030592,32399.59,Cheque,REF00029575
PAY029584,2025-09-12,CUST0289,Kothari Provisions,SAL030601,16901.32,UPI,REF00029584
PAY029609,2025-11-04,CUST0289,Kothari Provisions,SAL030626,2890.52,UPI,REF00029609
PAY029617,2026-01-02,CUST0289,Kothari Provisions,SAL030634,11089.58,UPI,REF00029617
PAY029625,2026-01-12,CUST0289,Kothari Provisions,SAL030642,15395.37,Cheque,REF00029625
PAY029631,2026-01-16,CUST0289,Kothari Provisions,SAL030648,10192.09,NEFT,REF00029631
PAY029636,2026-03-03,CUST0289,Kothari Provisions,SAL030653,4721.5,Cheque,REF00029636
PAY029638,2026-03-01,CUST0289,Kothari Provisions,SAL030655,10982.28,NEFT,REF00029638
PAY029639,2026-03-17,CUST0289,Kothari Provisions,SAL030656,7031.22,Cash,REF00029639
PAY029645,2026-03-12,CUST0289,Kothari Provisions,SAL030662,12673.18,UPI,REF00029645
PAY029649,2026-04-23,CUST0289,Kothari Provisions,SAL030666,4255.66,Cheque,REF00029649
PAY029658,2026-05-28,CUST0289,Kothari Provisions,SAL030675,19064.47,Cheque,REF00029658
PAY029661,2026-05-24,CUST0289,Kothari Provisions,SAL030678,8426.43,Cash,REF00029661
PAY029663,2026-05-21,CUST0289,Kothari Provisions,SAL030680,16210.26,UPI,REF00029663
PAY029664,2026-05-22,CUST0289,Kothari Provisions,SAL030681,728.78,UPI,REF00029664
PAY029669,2026-07-03,CUST0289,Kothari Provisions,SAL030686,3644.93,UPI,REF00029669
PAY029682,2026-08-24,CUST0289,Kothari Provisions,SAL030699,9651.73,UPI,REF00029682
PAY029686,2026-08-01,CUST0289,Kothari Provisions,SAL030703,8429.36,UPI,REF00029686
PAY029687,2026-07-31,CUST0289,Kothari Provisions,SAL030704,4376.32,NEFT,REF00029687
PAY029688,2026-08-04,CUST0289,Kothari Provisions,SAL030705,14544.86,Cash,REF00029688
PAY029690,2026-08-07,CUST0289,Kothari Provisions,SAL030707,8574.67,NEFT,REF00029690
PAY029694,2025-05-15,CUST0290,Verma Brothers,SAL030723,2356.48,NEFT,REF00029694
PAY029701,2025-09-10,CUST0290,Verma Brothers,SAL030730,19808.67,NEFT,REF00029701
PAY029702,2025-10-13,CUST0290,Verma Brothers,SAL030731,11319.18,Cash,REF00029702
PAY029705,2025-11-29,CUST0290,Verma Brothers,SAL030734,10784.34,Cash,REF00029705
PAY029722,2025-02-02,CUST0291,Verma Enterprises,SAL030750,5262.62,Cheque,REF00029722
PAY029740,2025-05-13,CUST0291,Verma Enterprises,SAL030764,20101.26,UPI,REF00029740
PAY029761,2025-10-30,CUST0291,Verma Enterprises,SAL030781,8024.46,UPI,REF00029761
PAY029777,2026-02-11,CUST0291,Verma Enterprises,SAL030793,11102.66,Cash,REF00029777
PAY029778,2026-02-04,CUST0291,Verma Enterprises,SAL030794,5020.85,Cheque,REF00029778
PAY029784,2026-04-23,CUST0291,Verma Enterprises,SAL030798,3456.21,Cash,REF00029784
PAY029788,2026-04-28,CUST0291,Verma Enterprises,SAL030801,5130.27,NEFT,REF00029788
PAY029789,2026-04-28,CUST0291,Verma Enterprises,SAL030801,6850.91,NEFT,REF00029789
PAY029796,2026-07-02,CUST0291,Verma Enterprises,SAL030807,13670.61,Cheque,REF00029796
PAY029805,2024-10-25,CUST0292,Bohra Supermart,SAL030823,8639.34,Cash,REF00029805
PAY029808,2024-11-16,CUST0292,Bohra Supermart,SAL030826,8984.81,NEFT,REF00029808
PAY029817,2024-12-29,CUST0292,Bohra Supermart,SAL030835,8098.0,UPI,REF00029817
PAY029831,2025-05-07,CUST0292,Bohra Supermart,SAL030849,15262.57,Cash,REF00029831
PAY029841,2025-07-16,CUST0292,Bohra Supermart,SAL030859,1164.24,NEFT,REF00029841
PAY029846,2025-08-24,CUST0292,Bohra Supermart,SAL030864,13633.52,Cash,REF00029846
PAY029848,2025-08-31,CUST0292,Bohra Supermart,SAL030866,3041.71,Cheque,REF00029848
PAY029851,2025-11-02,CUST0292,Bohra Supermart,SAL030869,3292.98,UPI,REF00029851
PAY029882,2024-12-05,CUST0293,Jain Departmental Store,SAL030899,5848.15,UPI,REF00029882
PAY029883,2024-12-05,CUST0293,Jain Departmental Store,SAL030899,12967.26,Cheque,REF00029883
PAY029901,2025-03-29,CUST0293,Jain Departmental Store,SAL030913,1647.25,Cash,REF00029901
PAY029902,2025-03-29,CUST0293,Jain Departmental Store,SAL030913,928.75,Cheque,REF00029902
PAY029903,2025-04-14,CUST0293,Jain Departmental Store,SAL030914,3014.86,Cheque,REF00029903
PAY029914,2025-07-18,CUST0293,Jain Departmental Store,SAL030925,42116.9,Cash,REF00029914
PAY029927,2025-07-31,CUST0293,Jain Departmental Store,SAL030935,2167.7,UPI,REF00029927
PAY029928,2025-07-31,CUST0293,Jain Departmental Store,SAL030935,2061.79,Cheque,REF00029928
PAY029947,2025-11-01,CUST0293,Jain Departmental Store,SAL030947,1427.96,Cheque,REF00029947
PAY029951,2025-10-22,CUST0293,Jain Departmental Store,SAL030950,14804.81,Cheque,REF00029951
PAY029952,2025-10-22,CUST0293,Jain Departmental Store,SAL030950,10275.99,Cheque,REF00029952
PAY029958,2025-11-03,CUST0293,Jain Departmental Store,SAL030955,4232.26,NEFT,REF00029958
PAY029959,2025-11-03,CUST0293,Jain Departmental Store,SAL030955,5431.25,NEFT,REF00029959
PAY029960,2025-12-29,CUST0293,Jain Departmental Store,SAL030956,4230.7,Cash,REF00029960
PAY029961,2025-12-29,CUST0293,Jain Departmental Store,SAL030956,8202.53,Cash,REF00029961
PAY029973,2026-03-04,CUST0293,Jain Departmental Store,SAL030966,2477.24,NEFT,REF00029973
PAY029974,2026-02-13,CUST0293,Jain Departmental Store,SAL030967,17242.62,Cheque,REF00029974
PAY029976,2026-04-15,CUST0293,Jain Departmental Store,SAL030969,10516.12,UPI,REF00029976
PAY029993,2026-05-11,CUST0293,Jain Departmental Store,SAL030981,8194.51,NEFT,REF00029993
PAY030034,2025-09-15,CUST0294,Khandelwal Departmental Store,SAL031025,15154.99,Cash,REF00030034
PAY030039,2025-12-19,CUST0294,Khandelwal Departmental Store,SAL031030,2829.95,Cash,REF00030039
PAY030041,2025-11-26,CUST0294,Khandelwal Departmental Store,SAL031032,6709.63,NEFT,REF00030041
PAY030052,2026-04-26,CUST0294,Khandelwal Departmental Store,SAL031041,18222.02,UPI,REF00030052
PAY030058,2026-06-24,CUST0294,Khandelwal Departmental Store,SAL031046,2731.24,NEFT,REF00030058
PAY030062,2026-06-08,CUST0294,Khandelwal Departmental Store,SAL031050,11055.4,UPI,REF00030062
PAY030063,2026-06-08,CUST0294,Khandelwal Departmental Store,SAL031050,11975.16,Cash,REF00030063
PAY030074,2026-06-26,CUST0294,Khandelwal Departmental Store,SAL031059,8760.08,NEFT,REF00030074
PAY030077,2026-08-07,CUST0294,Khandelwal Departmental Store,SAL031065,28.31,Cash,REF00030077
PAY030082,2024-10-28,CUST0295,Khandelwal Traders,SAL031080,5794.37,Cheque,REF00030082
PAY030085,2024-11-25,CUST0295,Khandelwal Traders,SAL031083,4067.4,NEFT,REF00030085
PAY030089,2024-11-20,CUST0295,Khandelwal Traders,SAL031087,22402.72,UPI,REF00030089
PAY030115,2025-02-12,CUST0295,Khandelwal Traders,SAL031113,9221.27,Cheque,REF00030115
PAY030117,2025-03-09,CUST0295,Khandelwal Traders,SAL031115,3358.66,Cash,REF00030117
PAY030136,2025-05-03,CUST0295,Khandelwal Traders,SAL031134,5783.46,Cheque,REF00030136
PAY030143,2025-06-02,CUST0295,Khandelwal Traders,SAL031141,2236.28,Cash,REF00030143
PAY030144,2025-06-21,CUST0295,Khandelwal Traders,SAL031142,3050.88,NEFT,REF00030144
PAY030148,2025-06-19,CUST0295,Khandelwal Traders,SAL031146,24308.21,UPI,REF00030148
PAY030158,2025-08-28,CUST0295,Khandelwal Traders,SAL031156,9294.28,Cash,REF00030158
PAY030159,2025-08-25,CUST0295,Khandelwal Traders,SAL031157,5157.29,NEFT,REF00030159
PAY030163,2025-08-20,CUST0295,Khandelwal Traders,SAL031161,9255.04,UPI,REF00030163
PAY030166,2025-09-16,CUST0295,Khandelwal Traders,SAL031164,11345.73,UPI,REF00030166
PAY030168,2025-10-01,CUST0295,Khandelwal Traders,SAL031166,7523.04,UPI,REF00030168
PAY030171,2025-09-23,CUST0295,Khandelwal Traders,SAL031169,14969.54,UPI,REF00030171
PAY030180,2025-10-27,CUST0295,Khandelwal Traders,SAL031178,9408.22,Cheque,REF00030180
PAY030203,2025-12-09,CUST0295,Khandelwal Traders,SAL031201,14198.74,Cash,REF00030203
PAY030204,2025-12-30,CUST0295,Khandelwal Traders,SAL031202,9201.15,Cash,REF00030204
PAY030214,2026-02-17,CUST0295,Khandelwal Traders,SAL031212,14436.41,Cash,REF00030214
PAY030228,2026-03-31,CUST0295,Khandelwal Traders,SAL031226,7694.4,NEFT,REF00030228
PAY030252,2026-07-06,CUST0295,Khandelwal Traders,SAL031250,25236.26,Cheque,REF00030252
PAY030256,2026-08-05,CUST0295,Khandelwal Traders,SAL031254,12069.75,UPI,REF00030256
PAY030262,2026-08-18,CUST0295,Khandelwal Traders,SAL031260,8926.1,Cheque,REF00030262
PAY030263,2026-08-24,CUST0295,Khandelwal Traders,SAL031261,8555.2,Cheque,REF00030263
PAY030265,2026-08-12,CUST0295,Khandelwal Traders,SAL031263,8683.45,Cash,REF00030265
PAY030283,2024-11-27,CUST0296,Singh General Store,SAL031289,4803.73,UPI,REF00030283
PAY030299,2024-11-05,CUST0296,Singh General Store,SAL031305,42619.57,Cash,REF00030299
PAY030307,2025-01-03,CUST0296,Singh General Store,SAL031313,28878.2,Cheque,REF00030307
PAY030311,2024-12-14,CUST0296,Singh General Store,SAL031317,3261.44,UPI,REF00030311
PAY030320,2025-01-25,CUST0296,Singh General Store,SAL031326,14293.58,Cash,REF00030320
PAY030321,2025-01-04,CUST0296,Singh General Store,SAL031327,10188.45,UPI,REF00030321
PAY030329,2025-02-27,CUST0296,Singh General Store,SAL031335,14266.21,Cheque,REF00030329
PAY030339,2025-03-31,CUST0296,Singh General Store,SAL031345,21833.2,Cheque,REF00030339
PAY030357,2025-04-20,CUST0296,Singh General Store,SAL031363,14193.77,Cash,REF00030357
PAY030359,2025-05-01,CUST0296,Singh General Store,SAL031365,23030.57,Cheque,REF00030359
PAY030371,2025-05-10,CUST0296,Singh General Store,SAL031377,18858.86,Cash,REF00030371
PAY030392,2025-07-25,CUST0296,Singh General Store,SAL031398,17398.83,Cheque,REF00030392
PAY030395,2025-07-15,CUST0296,Singh General Store,SAL031401,9704.9,Cash,REF00030395
PAY030401,2025-07-16,CUST0296,Singh General Store,SAL031407,12256.54,NEFT,REF00030401
PAY030405,2025-07-07,CUST0296,Singh General Store,SAL031411,17380.5,NEFT,REF00030405
PAY030406,2025-07-26,CUST0296,Singh General Store,SAL031412,10048.35,Cheque,REF00030406
PAY030412,2025-08-21,CUST0296,Singh General Store,SAL031418,5766.65,UPI,REF00030412
PAY030422,2025-09-02,CUST0296,Singh General Store,SAL031428,1985.26,NEFT,REF00030422
PAY030425,2025-10-23,CUST0296,Singh General Store,SAL031431,17771.76,Cash,REF00030425
PAY030430,2025-10-12,CUST0296,Singh General Store,SAL031436,9221.3,NEFT,REF00030430
PAY030432,2025-10-07,CUST0296,Singh General Store,SAL031438,6555.27,UPI,REF00030432
PAY030433,2025-10-27,CUST0296,Singh General Store,SAL031439,5997.6,Cheque,REF00030433
PAY030442,2025-11-16,CUST0296,Singh General Store,SAL031448,7250.3,NEFT,REF00030442
PAY030444,2025-11-21,CUST0296,Singh General Store,SAL031450,8096.35,Cheque,REF00030444
PAY030445,2025-11-03,CUST0296,Singh General Store,SAL031451,13817.75,Cash,REF00030445
PAY030447,2025-11-07,CUST0296,Singh General Store,SAL031453,3075.87,UPI,REF00030447
PAY030455,2025-12-27,CUST0296,Singh General Store,SAL031461,27797.7,NEFT,REF00030455
PAY030458,2025-12-04,CUST0296,Singh General Store,SAL031464,8126.56,Cash,REF00030458
PAY030459,2025-12-26,CUST0296,Singh General Store,SAL031465,10686.79,Cash,REF00030459
PAY030468,2025-12-13,CUST0296,Singh General Store,SAL031474,12479.49,NEFT,REF00030468
PAY030472,2025-12-30,CUST0296,Singh General Store,SAL031478,19205.84,Cash,REF00030472
PAY030484,2026-02-27,CUST0296,Singh General Store,SAL031490,11254.6,UPI,REF00030484
PAY030489,2026-03-04,CUST0296,Singh General Store,SAL031495,7954.27,UPI,REF00030489
PAY030501,2026-04-09,CUST0296,Singh General Store,SAL031507,2318.52,Cash,REF00030501
PAY030503,2026-04-27,CUST0296,Singh General Store,SAL031509,3820.32,Cheque,REF00030503
PAY030510,2026-05-24,CUST0296,Singh General Store,SAL031516,21156.07,NEFT,REF00030510
PAY030513,2026-05-20,CUST0296,Singh General Store,SAL031519,13996.5,Cheque,REF00030513
PAY030515,2026-05-10,CUST0296,Singh General Store,SAL031521,7736.56,UPI,REF00030515
PAY030519,2026-06-08,CUST0296,Singh General Store,SAL031525,4730.81,Cash,REF00030519
PAY030520,2026-06-09,CUST0296,Singh General Store,SAL031526,17523.07,Cash,REF00030520
PAY030522,2026-06-05,CUST0296,Singh General Store,SAL031528,310.8,Cheque,REF00030522
PAY030536,2026-07-16,CUST0296,Singh General Store,SAL031542,14196.34,Cheque,REF00030536
PAY030537,2026-07-08,CUST0296,Singh General Store,SAL031543,19500.94,Cheque,REF00030537
PAY030542,2026-07-13,CUST0296,Singh General Store,SAL031548,22764.79,Cheque,REF00030542
PAY030548,2026-07-06,CUST0296,Singh General Store,SAL031554,9335.91,Cash,REF00030548
PAY030550,2026-07-06,CUST0296,Singh General Store,SAL031556,9848.76,NEFT,REF00030550
PAY030553,2026-08-26,CUST0296,Singh General Store,SAL031559,6602.68,Cash,REF00030553
PAY030573,2025-04-18,CUST0297,Bansal Departmental Store,SAL031587,8151.71,NEFT,REF00030573
PAY030590,2025-09-05,CUST0297,Bansal Departmental Store,SAL031600,2551.83,Cheque,REF00030590
PAY030591,2025-09-05,CUST0297,Bansal Departmental Store,SAL031600,1424.57,UPI,REF00030591
PAY030616,2026-04-16,CUST0297,Bansal Departmental Store,SAL031620,1475.54,Cash,REF00030616
PAY030617,2026-04-16,CUST0297,Bansal Departmental Store,SAL031620,1987.62,Cheque,REF00030617
PAY030621,2026-04-27,CUST0297,Bansal Departmental Store,SAL031624,7154.52,NEFT,REF00030621
PAY030637,2026-08-29,CUST0297,Bansal Departmental Store,SAL031638,7861.58,Cash,REF00030637
PAY030647,2024-11-04,CUST0298,Kasliwal Sons,SAL031654,1914.35,Cheque,REF00030647
PAY030650,2024-12-01,CUST0298,Kasliwal Sons,SAL031657,33401.71,Cash,REF00030650
PAY030652,2025-01-07,CUST0298,Kasliwal Sons,SAL031659,9950.53,UPI,REF00030652
PAY030659,2025-02-15,CUST0298,Kasliwal Sons,SAL031666,25763.03,Cash,REF00030659
PAY030666,2025-05-30,CUST0298,Kasliwal Sons,SAL031673,5609.2,NEFT,REF00030666
PAY030675,2025-07-29,CUST0298,Kasliwal Sons,SAL031682,25194.89,UPI,REF00030675
PAY030689,2025-12-03,CUST0298,Kasliwal Sons,SAL031696,464.97,NEFT,REF00030689
PAY030707,2026-03-16,CUST0298,Kasliwal Sons,SAL031714,14588.05,Cheque,REF00030707
PAY030709,2026-04-17,CUST0298,Kasliwal Sons,SAL031716,7086.6,NEFT,REF00030709
PAY030712,2026-04-17,CUST0298,Kasliwal Sons,SAL031719,991.87,NEFT,REF00030712
PAY030729,2024-11-10,CUST0299,Singh Enterprises,SAL031742,10065.54,NEFT,REF00030729
PAY030740,2025-02-01,CUST0299,Singh Enterprises,SAL031753,3327.91,NEFT,REF00030740
PAY030743,2025-02-13,CUST0299,Singh Enterprises,SAL031756,1159.2,NEFT,REF00030743
PAY030748,2025-03-22,CUST0299,Singh Enterprises,SAL031761,8221.03,UPI,REF00030748
PAY030749,2025-03-23,CUST0299,Singh Enterprises,SAL031762,2469.02,UPI,REF00030749
PAY030759,2025-08-06,CUST0299,Singh Enterprises,SAL031772,2938.25,Cash,REF00030759
PAY030771,2025-10-09,CUST0299,Singh Enterprises,SAL031784,3995.65,Cheque,REF00030771
PAY030780,2025-11-26,CUST0299,Singh Enterprises,SAL031793,5408.27,Cash,REF00030780
PAY030787,2026-01-02,CUST0299,Singh Enterprises,SAL031800,6393.52,Cash,REF00030787
PAY030799,2026-03-30,CUST0299,Singh Enterprises,SAL031812,3395.48,Cheque,REF00030799
PAY030800,2026-04-11,CUST0299,Singh Enterprises,SAL031813,17035.54,Cheque,REF00030800
PAY030807,2026-08-04,CUST0299,Singh Enterprises,SAL031820,2700.74,Cheque,REF00030807
PAY030811,2026-08-19,CUST0299,Singh Enterprises,SAL031824,6114.84,Cash,REF00030811
PAY030812,2026-08-23,CUST0299,Singh Enterprises,SAL031825,7715.7,UPI,REF00030812
PAY030813,2026-08-24,CUST0299,Singh Enterprises,SAL031826,28855.16,Cash,REF00030813
PAY030827,2025-01-30,CUST0300,Rajput Brothers,SAL031845,6042.4,NEFT,REF00030827
