po_number,date,supplier_name,product_name,size_variant,quantity,landing_cost,invoice_value
PO09147,2024-07-16,Local Supplier,VIP Socks,4 pairs,100,182.83,18283.0
PO09148,2024-07-16,Britannia Jaipur Hub,Britannia Cheese Spread,180g,53,167.11,8856.83
PO09149,2024-07-16,Local Supplier,Red Label Tea,500g,19,280.52,5329.88
PO09150,2024-07-16,Local Supplier,All Out Liquid Refill,45ml,91,83.04,7556.64
PO09151,2024-07-16,Local Supplier,MDH Garam Masala,100g,69,134.74,9297.06
PO09152,2024-07-16,Nestle C&F Jaipur,Nescafe Classic Coffee,100g,48,287.54,13801.92
PO09153,2024-07-16,Local Supplier,Anchor Switchboard,4 switch,20,316.72,6334.4
PO09154,2024-07-16,Local Supplier,Candle Pack,12 pcs,75,177.28,13296.0
PO09155,2024-07-16,Local Supplier,Natraj Pencil Box,20 pcs,45,28.66,1289.7
PO09156,2024-07-16,Local Supplier,Lizol Floor Cleaner,2L,12,23.51,282.12
PO09157,2024-07-16,ITC Regional Depot,Fevicol Glue,100ml,53,98.59,5225.27
PO09158,2024-07-16,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,74,320.78,23737.72
PO09159,2024-07-16,Local Supplier,MDH Red Chilli Powder,500g,56,268.44,15032.64
PO09160,2024-07-16,Local Supplier,Horlicks,500g,51,214.66,10947.66
PO09161,2024-07-16,Dabur Tonk Depot,Rooh Afza,300ml,36,299.16,10769.76
PO09162,2024-07-16,Britannia Jaipur Hub,Britannia Biscuits,400g,38,155.0,5890.0
PO09163,2024-07-16,Local Supplier,MDH Haldi Powder,100g,44,377.04,16589.76
PO09164,2024-07-16,Haldiram Distributors,Haldiram Namkeen,200g,61,39.23,2393.03
PO09165,2024-07-16,Local Supplier,Scotch Brite Scrub,3 pc,55,78.93,4341.15
PO09166,2024-07-16,Local Supplier,Rupa Underwear,XL,27,122.61,3310.47
PO09167,2024-07-16,Local Supplier,Tata Tea Premium,1kg,60,128.27,7696.2
PO09168,2024-07-16,ITC Regional Depot,Kurkure,100g,57,43.31,2468.67
PO09169,2024-07-16,Nestle C&F Jaipur,Nescafe Classic Coffee,200g,85,318.64,27084.4
PO09170,2024-07-16,ITC Regional Depot,Kurkure,73g,44,110.02,4840.88
PO09171,2024-07-16,Local Supplier,Surf Excel Detergent,1kg,40,66.88,2675.2
PO09172,2024-07-16,Local Supplier,Lifebuoy Soap,150g,50,131.75,6587.5
PO09173,2024-07-16,Local Supplier,MDH Red Chilli Powder,250g,83,125.2,10391.6
PO09174,2024-07-16,Local Supplier,Nivea Body Lotion,200ml,86,210.4,18094.4
PO09175,2024-07-16,Local Supplier,Pantene Shampoo,370ml,62,288.55,17890.1
PO09176,2024-07-16,ITC Regional Depot,Lays Chips,73g,25,86.2,2155.0
PO09177,2024-07-18,Local Supplier,Odonil Air Freshener,75g,11,146.7,1613.7
PO09178,2024-07-18,Local Supplier,Philips LED Bulb 12W,1 pc,41,215.71,8844.11
PO09179,2024-07-18,ITC Regional Depot,Lays Chips,73g,72,85.34,6144.48
PO09180,2024-07-18,Local Supplier,Wheel Detergent Powder,1kg,74,81.29,6015.46
PO09181,2024-07-18,Local Supplier,Dettol Handwash,200ml,36,138.55,4987.8
PO09182,2024-07-18,Local Supplier,Tata Tea Premium,1kg,59,124.47,7343.73
PO09183,2024-07-18,Nestle C&F Jaipur,Nescafe Classic Coffee,200g,16,307.88,4926.08
PO09184,2024-07-18,Local Supplier,Tata Tea Premium,250g,93,302.47,28129.71
PO09185,2024-07-18,Local Supplier,MDH Red Chilli Powder,500g,71,262.99,18672.29
PO09186,2024-07-18,ITC Regional Depot,Sunfeast Dark Fantasy,150g,69,133.25,9194.25
PO09187,2024-07-18,Local Supplier,Rupa Underwear,L,79,167.8,13256.2
PO09188,2024-07-18,Parle Agencies Jaipur,Parle-G Biscuits,100g,21,19.8,415.8
PO09189,2024-07-18,Local Supplier,Scotch Brite Scrub,2 pc,48,169.57,8139.36
PO09190,2024-07-18,Local Supplier,Scotch Brite Scrub,1 pc,73,70.62,5155.26
PO09191,2024-07-18,Local Supplier,Red Label Tea,250g,12,319.27,3831.24
PO09192,2024-07-18,Local Supplier,Fortune Sunflower Oil,1L,83,297.59,24699.97
PO09193,2024-07-18,Local Supplier,Rupa Underwear,M,46,59.37,2731.02
PO09194,2024-07-18,Local Supplier,Dettol Handwash,500ml,82,160.74,13180.68
PO09195,2024-07-18,Local Supplier,Odonil Air Freshener,150g,31,226.16,7010.96
PO09196,2024-07-18,Local Supplier,Harpic Toilet Cleaner,500ml,51,83.55,4261.05
PO09197,2024-07-18,ITC Regional Depot,Kurkure,100g,68,45.36,3084.48
PO09198,2024-07-18,Local Supplier,Tata Salt,1kg,51,303.22,15464.22
PO09199,2024-07-18,Local Supplier,Anchor Switchboard,6 switch,35,316.25,11068.75
PO09200,2024-07-18,Local Supplier,Saffola Gold Oil,5L,37,258.07,9548.59
PO09201,2024-07-18,Local Supplier,Lizol Floor Cleaner,1L,30,127.16,3814.8
PO09202,2024-07-18,Local Supplier,Patanjali Kesh Kanti,450ml,13,328.08,4265.04
PO09203,2024-07-18,Local Supplier,Vim Dish Wash,500ml,67,63.28,4239.76
PO09204,2024-07-18,ITC Regional Depot,Lays Chips,26g,41,177.94,7295.54
PO09205,2024-07-18,Local Supplier,Bajaj LED Bulb 9W,4 pcs,54,213.54,11531.16
PO09206,2024-07-23,Local Supplier,Wheel Detergent Powder,1kg,56,78.5,4396.0
PO09207,2024-07-23,Local Supplier,MDH Garam Masala,100g,35,137.09,4798.15
PO09208,2024-07-23,Local Supplier,Rupa Underwear,L,42,171.91,7220.22
PO09209,2024-07-23,Local Supplier,Colgate Toothpaste,200g,10,117.58,1175.8
PO09210,2024-07-23,Local Supplier,VIP Socks,4 pairs,22,191.39,4210.58
PO09211,2024-07-23,Local Supplier,Pantene Shampoo,185ml,97,189.67,18397.99
PO09212,2024-07-23,Britannia Jaipur Hub,Good Day Cookies,75g,56,113.17,6337.52
PO09213,2024-07-23,Local Supplier,Fortune Sunflower Oil,5L,100,150.4,15040.0
PO09214,2024-07-23,Local Supplier,Tata Tea Premium,250g,14,308.43,4318.02
PO09215,2024-07-23,Local Supplier,Lizol Floor Cleaner,2L,39,23.33,909.87
PO09216,2024-07-23,Local Supplier,Odonil Air Freshener,75g,18,140.03,2520.54
PO09217,2024-07-23,ITC Regional Depot,Sunfeast Dark Fantasy,150g,58,130.48,7567.84
PO09218,2024-07-23,Local Supplier,Dove Shampoo,400ml,50,127.52,6376.0
PO09219,2024-07-23,Local Supplier,Patanjali Kesh Kanti,200ml,26,201.72,5244.72
PO09220,2024-07-23,Local Supplier,Red Label Tea,1kg,99,267.0,26433.0
PO09221,2024-07-23,Local Supplier,Horlicks,1kg,18,229.45,4130.1
PO09222,2024-07-23,Local Supplier,Limca Syrup,750ml,46,176.3,8109.8
PO09223,2024-07-23,Britannia Jaipur Hub,Britannia Biscuits,200g,43,54.56,2346.08
PO09224,2024-07-23,Local Supplier,Tang Powder,500g,23,107.05,2462.15
PO09225,2024-07-23,ITC Regional Depot,Kurkure,73g,95,109.7,10421.5
PO09226,2024-07-23,Local Supplier,Pepsodent Toothpaste,70g,31,137.9,4274.9
PO09227,2024-07-23,ITC Regional Depot,Lays Chips,73g,12,87.6,1051.2
PO09228,2024-07-23,ITC Regional Depot,Annapurna Atta,10kg,60,77.76,4665.6
PO09229,2024-07-23,Local Supplier,Red Label Tea,500g,18,286.17,5151.06
PO09230,2024-07-25,Britannia Jaipur Hub,Britannia Biscuits,100g,50,34.69,1734.5
PO09231,2024-07-25,ITC Regional Depot,Fevicol Glue,50ml,20,21.52,430.4
PO09232,2024-07-25,ITC Regional Depot,Annapurna Atta,10kg,20,76.89,1537.8
PO09233,2024-07-25,Local Supplier,Tissue Box,100 sheets,87,23.15,2014.05
PO09234,2024-07-25,Local Supplier,Jockey Vest,L,66,161.34,10648.44
PO09235,2024-07-25,Amul Cooperative Jaipur,Amul Ghee,1L,12,508.52,6102.24
PO09236,2024-07-25,Local Supplier,Tata Salt,1kg,48,309.33,14847.84
PO09237,2024-07-25,Local Supplier,Colin Glass Cleaner,500ml,99,260.02,25741.98
PO09238,2024-07-25,Local Supplier,Tang Powder,100g,61,149.19,9100.59
PO09239,2024-07-25,Parle Agencies Jaipur,Parle-G Biscuits,200g,51,179.29,9143.79
PO09240,2024-07-25,Local Supplier,VIP Socks,2 pairs,15,145.18,2177.7
PO09241,2024-07-25,Local Supplier,Mother Dairy Paneer,200g,67,226.2,15155.4
PO09242,2024-07-25,Nestle C&F Jaipur,Nescafe Classic Coffee,100g,52,301.6,15683.2
PO09243,2024-07-25,Local Supplier,Good Knight Mosquito Coil,10 pcs,69,179.43,12380.67
PO09244,2024-07-25,Local Supplier,Scotch Tape,3 rolls,79,118.09,9329.11
PO09245,2024-07-25,Local Supplier,Vim Dish Wash,1L,14,118.16,1654.24
PO09246,2024-07-25,Local Supplier,Bournvita,500g,32,235.06,7521.92
PO09247,2024-07-25,Britannia Jaipur Hub,Good Day Cookies,150g,82,65.03,5332.46
PO09248,2024-07-25,Local Supplier,Garbage Bags,30 pcs,38,43.86,1666.68
PO09249,2024-07-25,Local Supplier,Fair & Lovely Cream,25g,12,77.58,930.96
PO09250,2024-07-25,Local Supplier,Harpic Toilet Cleaner,500ml,92,85.36,7853.12
PO09251,2024-07-25,Local Supplier,Horlicks,500g,12,207.11,2485.32
PO09252,2024-07-25,Local Supplier,Syska LED Strip,1m,90,235.15,21163.5
PO09253,2024-07-25,Local Supplier,Pepsodent Toothpaste,300g,65,161.81,10517.65
PO09254,2024-07-25,Local Supplier,Red Label Tea,1kg,55,256.58,14111.9
PO09255,2024-07-25,Local Supplier,Tang Powder,500g,58,106.76,6192.08
PO09256,2024-07-30,Local Supplier,Scotch Tape,1 roll,36,13.26,477.36
PO09257,2024-07-30,Local Supplier,Mother Dairy Paneer,500g,81,614.42,49768.02
PO09258,2024-07-30,Local Supplier,Good Knight Mosquito Coil,10 pcs,19,175.53,3335.07
PO09259,2024-07-30,Local Supplier,MDH Red Chilli Powder,100g,30,199.66,5989.8
PO09260,2024-07-30,Local Supplier,Pepsodent Toothpaste,300g,51,168.94,8615.94
PO09261,2024-07-30,Local Supplier,Veet Hair Removal Cream,25g,30,106.92,3207.6
PO09262,2024-07-30,Local Supplier,Jockey Vest,L,20,153.93,3078.6
PO09263,2024-07-30,Local Supplier,Rin Bar,100g,86,114.61,9856.46
PO09264,2024-07-30,Local Supplier,MDH Haldi Powder,500g,11,195.68,2152.48
PO09265,2024-07-30,Dabur Tonk Depot,Rooh Afza,750ml,29,113.14,3281.06
PO09266,2024-07-30,Britannia Jaipur Hub,Hide & Seek,100g,97,25.32,2456.04
PO09267,2024-07-30,Local Supplier,Surf Excel Detergent,1kg,54,64.89,3504.06
PO09268,2024-07-30,Local Supplier,Tissue Box,200 sheets,87,232.23,20204.01
PO09269,2024-07-30,Britannia Jaipur Hub,Good Day Cookies,150g,20,67.98,1359.6
PO09270,2024-07-30,Local Supplier,Rin Bar,400g,11,154.11,1695.21
PO09271,2024-07-30,Local Supplier,Fair & Lovely Cream,25g,13,76.81,998.53
PO09272,2024-07-30,Local Supplier,Natraj Pencil Box,10 pcs,95,120.7,11466.5
PO09273,2024-07-30,Local Supplier,Tata Tea Premium,1kg,70,123.02,8611.4
PO09274,2024-07-30,Local Supplier,Clinic Plus Shampoo,350ml,38,159.42,6057.96
PO09275,2024-07-30,Local Supplier,Rupa Underwear,M,15,59.44,891.6
PO09276,2024-07-30,Local Supplier,Handkerchief Pack,12 pcs,27,263.31,7109.37
PO09277,2024-07-30,Local Supplier,Dettol Handwash,500ml,90,167.43,15068.7
PO09278,2024-07-30,Local Supplier,Vim Dish Wash,500ml,47,61.43,2887.21
PO09279,2024-07-30,Dabur Tonk Depot,Real Fruit Juice,1L,41,70.41,2886.81
PO09280,2024-07-30,Local Supplier,Tang Powder,50g,24,235.62,5654.88
PO09281,2024-08-01,ITC Regional Depot,Annapurna Atta,10kg,58,74.79,4337.82
PO09282,2024-08-01,Local Supplier,Anchor Switchboard,6 switch,50,307.47,15373.5
PO09283,2024-08-01,Local Supplier,Reynolds Pen,20 pcs,79,41.39,3269.81
PO09284,2024-08-01,Local Supplier,Good Knight Mosquito Coil,20 pcs,27,90.51,2443.77
PO09285,2024-08-01,Local Supplier,All Out Liquid Refill,45ml,95,82.49,7836.55
PO09286,2024-08-01,Local Supplier,Dove Shampoo,200ml,26,305.67,7947.42
PO09287,2024-08-01,Local Supplier,Philips LED Bulb 12W,1 pc,73,219.71,16038.83
PO09288,2024-08-01,Local Supplier,Colgate Toothpaste,300g,74,171.29,12675.46
PO09289,2024-08-01,Local Supplier,Garbage Bags,50 pcs,60,32.43,1945.8
PO09290,2024-08-01,Local Supplier,Tata Tea Premium,500g,30,36.39,1091.7
PO09291,2024-08-01,Local Supplier,MDH Haldi Powder,250g,86,372.55,32039.3
PO09292,2024-08-01,Local Supplier,Lizol Floor Cleaner,1L,91,128.8,11720.8
PO09293,2024-08-01,Local Supplier,Dove Shampoo,400ml,38,132.81,5046.78
PO09294,2024-08-01,Amul Cooperative Jaipur,Amul Cheese Slices,200g,12,622.68,7472.16
PO09295,2024-08-01,Local Supplier,Pepsodent Toothpaste,300g,63,163.52,10301.76
PO09296,2024-08-01,Local Supplier,Natraj Pencil Box,10 pcs,33,120.61,3980.13
PO09297,2024-08-01,Local Supplier,Handkerchief Pack,6 pcs,11,58.7,645.7
PO09298,2024-08-01,Local Supplier,Scotch Brite Scrub,2 pc,75,172.06,12904.5
PO09299,2024-08-01,Amul Cooperative Jaipur,Amul Ghee,500ml,30,461.45,13843.5
PO09300,2024-08-01,Local Supplier,MDH Haldi Powder,500g,36,196.4,7070.4
PO09301,2024-08-01,Local Supplier,Bajaj LED Bulb 9W,1 pc,69,250.98,17317.62
PO09302,2024-08-01,Local Supplier,Yakult Probiotic,5 bottles,67,152.3,10204.1
PO09303,2024-08-01,Local Supplier,Pepsodent Toothpaste,150g,29,155.78,4517.62
PO09304,2024-08-01,Britannia Jaipur Hub,Monaco Crackers,80g,38,102.16,3882.08
PO09305,2024-08-01,Britannia Jaipur Hub,Good Day Cookies,150g,58,64.97,3768.26
PO09306,2024-08-01,Local Supplier,Fortune Sunflower Oil,1L,14,293.43,4108.02
PO09307,2024-08-01,Local Supplier,Fair & Lovely Cream,25g,29,76.84,2228.36
PO09308,2024-08-01,Local Supplier,Red Label Tea,1kg,77,258.2,19881.4
PO09309,2024-08-01,Local Supplier,Extension Board 4-pin,3m,10,156.99,1569.9
PO09310,2024-08-01,Haldiram Distributors,Haldiram Namkeen,200g,15,40.77,611.55
PO09311,2024-08-01,Local Supplier,Rin Bar,200g,57,72.17,4113.69
PO09312,2024-08-01,Local Supplier,Tang Powder,500g,50,108.95,5447.5
PO09313,2024-08-01,Local Supplier,Paperboat Drinks,250ml,16,225.8,3612.8
PO09314,2024-08-06,Local Supplier,Tata Tea Premium,250g,85,315.53,26820.05
PO09315,2024-08-06,Local Supplier,Horlicks,1kg,32,224.99,7199.68
PO09316,2024-08-06,Local Supplier,Lux Soap,75g,33,130.38,4302.54
PO09317,2024-08-06,Local Supplier,Godrej Hit Cockroach Spray,200ml,95,91.23,8666.85
PO09318,2024-08-06,Local Supplier,Paperboat Drinks,250ml,47,238.71,11219.37
PO09319,2024-08-06,Local Supplier,Horlicks,500g,73,212.2,15490.6
PO09320,2024-08-06,Local Supplier,Natraj Pencil Box,20 pcs,12,29.82,357.84
PO09321,2024-08-06,Local Supplier,Dettol Handwash,200ml,37,137.86,5100.82
PO09322,2024-08-06,Local Supplier,Limca Syrup,750ml,58,171.31,9935.98
PO09323,2024-08-06,Local Supplier,Good Knight Mosquito Coil,20 pcs,55,91.36,5024.8
PO09324,2024-08-06,ITC Regional Depot,Stapler Machine,Standard,27,50.73,1369.71
PO09325,2024-08-06,Parle Agencies Jaipur,Parle-G Biscuits,200g,42,183.05,7688.1
PO09326,2024-08-06,Local Supplier,Fair & Lovely Cream,100g,24,124.91,2997.84
PO09327,2024-08-06,Local Supplier,Parachute Coconut Oil,500ml,23,166.01,3818.23
PO09328,2024-08-06,Local Supplier,Bournvita,500g,55,230.23,12662.65
PO09329,2024-08-06,Local Supplier,VIP Socks,2 pairs,55,145.07,7978.85
PO09330,2024-08-06,Local Supplier,Head & Shoulders Shampoo,180ml,48,333.04,15985.92
PO09331,2024-08-06,Local Supplier,Harpic Toilet Cleaner,1L,82,153.75,12607.5
PO09332,2024-08-06,Local Supplier,Fair & Lovely Cream,50g,42,43.59,1830.78
PO09333,2024-08-06,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,83,315.99,26227.17
PO09334,2024-08-06,Local Supplier,Tang Powder,100g,51,149.73,7636.23
PO09335,2024-08-06,Local Supplier,Classmate Notebook,200 pages,73,34.16,2493.68
PO09336,2024-08-06,Local Supplier,Godrej Hit Cockroach Spray,400ml,28,190.94,5346.32
PO09337,2024-08-06,ITC Regional Depot,Kurkure,73g,48,110.27,5292.96
PO09338,2024-08-06,Local Supplier,Scotch Brite Scrub,1 pc,88,69.85,6146.8
PO09339,2024-08-06,Local Supplier,Fair & Lovely Cream,25g,59,78.21,4614.39
PO09340,2024-08-06,Local Supplier,Tissue Box,200 sheets,61,243.26,14838.86
PO09341,2024-08-06,Haldiram Distributors,Haldiram Namkeen,400g,94,160.41,15078.54
PO09342,2024-08-06,Local Supplier,MDH Haldi Powder,100g,77,366.77,28241.29
PO09343,2024-08-06,Amul Cooperative Jaipur,Amul Cheese Slices,200g,66,625.62,41290.92
PO09344,2024-08-06,Local Supplier,Colgate Toothpaste,200g,11,118.54,1303.94
PO09345,2024-08-06,Local Supplier,MDH Red Chilli Powder,500g,88,267.76,23562.88
PO09346,2024-08-06,Local Supplier,Jockey Vest,L,80,160.31,12824.8
PO09347,2024-08-08,Local Supplier,Bajaj LED Bulb 9W,4 pcs,11,212.56,2338.16
PO09348,2024-08-08,Britannia Jaipur Hub,Good Day Cookies,150g,80,66.05,5284.0
PO09349,2024-08-08,Local Supplier,Rin Bar,200g,14,69.46,972.44
PO09350,2024-08-08,Local Supplier,Reynolds Pen,20 pcs,24,42.19,1012.56
PO09351,2024-08-08,Local Supplier,Scotch Tape,1 roll,65,13.5,877.5
PO09352,2024-08-08,Local Supplier,MDH Haldi Powder,500g,69,200.45,13831.05
PO09353,2024-08-08,Britannia Jaipur Hub,Good Day Cookies,75g,50,116.19,5809.5
PO09354,2024-08-08,Local Supplier,Harpic Toilet Cleaner,500ml,62,82.96,5143.52
PO09355,2024-08-08,Local Supplier,Candle Pack,24 pcs,89,125.2,11142.8
PO09356,2024-08-08,Haldiram Distributors,Haldiram Namkeen,1kg,30,79.45,2383.5
PO09357,2024-08-08,Local Supplier,Tata Tea Premium,1kg,45,125.91,5665.95
PO09358,2024-08-08,Local Supplier,Rupa Underwear,XL,55,122.52,6738.6
PO09359,2024-08-08,Local Supplier,VIP Socks,2 pairs,13,146.3,1901.9
PO09360,2024-08-08,Local Supplier,Lux Soap,150g,51,83.71,4269.21
PO09361,2024-08-08,ITC Regional Depot,Kurkure,73g,77,108.28,8337.56
PO09362,2024-08-08,Local Supplier,Tata Tea Premium,250g,75,320.01,24000.75
PO09363,2024-08-08,ITC Regional Depot,Kurkure,100g,50,44.54,2227.0
PO09364,2024-08-08,Local Supplier,Dove Shampoo,200ml,89,314.52,27992.28
PO09365,2024-08-08,Local Supplier,Saffola Gold Oil,1L,78,97.69,7619.82
PO09366,2024-08-08,Local Supplier,Jockey Vest,L,72,158.53,11414.16
PO09367,2024-08-08,Local Supplier,Syska LED Strip,1m,97,242.54,23526.38
PO09368,2024-08-08,Amul Cooperative Jaipur,Amul Cheese Slices,200g,25,626.62,15665.5
PO09369,2024-08-08,Local Supplier,Bournvita,1kg,27,172.42,4655.34
PO09370,2024-08-08,Local Supplier,Yakult Probiotic,5 bottles,74,150.52,11138.48
PO09371,2024-08-08,Local Supplier,Lizol Floor Cleaner,1L,47,127.47,5991.09
PO09372,2024-08-08,Local Supplier,Syska LED Strip,5m,24,251.11,6026.64
PO09373,2024-08-08,Local Supplier,Bournvita,200g,34,90.74,3085.16
PO09374,2024-08-08,Local Supplier,Jockey Vest,S,70,216.03,15122.1
PO09375,2024-08-08,Dabur Tonk Depot,Rooh Afza,300ml,62,297.13,18422.06
PO09376,2024-08-08,Local Supplier,Tata Salt,1kg,23,294.89,6782.47
PO09377,2024-08-08,Nestle C&F Jaipur,Nestle Milkmaid,1kg,33,122.86,4054.38
PO09378,2024-08-08,Amul Cooperative Jaipur,Amul Cheese Slices,400g,32,148.34,4746.88
PO09379,2024-08-08,Local Supplier,Patanjali Kesh Kanti,450ml,89,316.91,28204.99
PO09380,2024-08-08,Local Supplier,Garbage Bags,30 pcs,46,42.22,1942.12
PO09381,2024-08-13,Local Supplier,Pepsodent Toothpaste,150g,14,153.12,2143.68
PO09382,2024-08-13,Local Supplier,Vim Dish Wash,1L,22,115.77,2546.94
PO09383,2024-08-13,Nestle C&F Jaipur,Nescafe Classic Coffee,100g,37,296.54,10971.98
PO09384,2024-08-13,Local Supplier,Marico Hair Oil,300ml,51,289.77,14778.27
PO09385,2024-08-13,Local Supplier,Tang Powder,50g,47,226.29,10635.63
PO09386,2024-08-13,Local Supplier,Red Label Tea,500g,71,274.44,19485.24
PO09387,2024-08-13,Local Supplier,Red Label Tea,1kg,75,257.53,19314.75
PO09388,2024-08-13,Local Supplier,VIP Socks,2 pairs,65,141.17,9176.05
PO09389,2024-08-13,Britannia Jaipur Hub,Hide & Seek,75g,13,52.79,686.27
PO09390,2024-08-13,Local Supplier,Colgate Toothpaste,100g,52,45.79,2381.08
PO09391,2024-08-13,Local Supplier,Colgate Toothpaste,200g,44,113.23,4982.12
PO09392,2024-08-13,Local Supplier,Lux Soap,150g,93,84.45,7853.85
PO09393,2024-08-13,Local Supplier,Classmate Notebook,100 pages,39,43.46,1694.94
PO09394,2024-08-13,Local Supplier,Candle Pack,24 pcs,41,131.2,5379.2
PO09395,2024-08-13,ITC Regional Depot,Kurkure,73g,58,110.01,6380.58
PO09396,2024-08-13,Local Supplier,MDH Garam Masala,100g,55,138.24,7603.2
PO09397,2024-08-13,Local Supplier,Odonil Air Freshener,150g,28,236.18,6613.04
PO09398,2024-08-13,Local Supplier,Dove Shampoo,200ml,16,313.37,5013.92
PO09399,2024-08-13,Local Supplier,Handkerchief Pack,12 pcs,35,262.09,9173.15
PO09400,2024-08-15,Local Supplier,Surf Excel Detergent,1kg,96,64.32,6174.72
PO09401,2024-08-15,Local Supplier,Clinic Plus Shampoo,350ml,62,162.12,10051.44
PO09402,2024-08-15,ITC Regional Depot,Kurkure,73g,62,109.49,6788.38
PO09403,2024-08-15,Amul Cooperative Jaipur,Amul Cheese Slices,200g,40,618.83,24753.2
PO09404,2024-08-15,Local Supplier,Dettol Handwash,200ml,64,138.09,8837.76
PO09405,2024-08-15,Local Supplier,Tata Salt,1kg,26,301.21,7831.46
PO09406,2024-08-15,Local Supplier,Lux Soap,75g,13,128.79,1674.27
PO09407,2024-08-15,Haldiram Distributors,Haldiram Namkeen,1kg,100,79.39,7939.0
PO09408,2024-08-15,Local Supplier,Pantene Shampoo,185ml,19,189.68,3603.92
PO09409,2024-08-15,Local Supplier,Nivea Body Lotion,400ml,34,138.99,4725.66
PO09410,2024-08-15,Local Supplier,Veet Hair Removal Cream,50g,95,211.21,20064.95
PO09411,2024-08-15,Local Supplier,Jockey Vest,M,66,247.92,16362.72
PO09412,2024-08-15,Nestle C&F Jaipur,Nestle Milkmaid,1kg,45,126.66,5699.7
PO09413,2024-08-15,Local Supplier,Parachute Coconut Oil,500ml,37,163.59,6052.83
PO09414,2024-08-15,Local Supplier,Tata Tea Premium,500g,46,37.77,1737.42
PO09415,2024-08-15,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,55,309.95,17047.25
PO09416,2024-08-15,Local Supplier,Natraj Pencil Box,20 pcs,73,29.0,2117.0
PO09417,2024-08-20,Haldiram Distributors,Haldiram Namkeen,200g,52,39.82,2070.64
PO09418,2024-08-20,Local Supplier,Horlicks,500g,94,214.67,20178.98
PO09419,2024-08-20,Local Supplier,VIP Socks,4 pairs,76,187.34,14237.84
PO09420,2024-08-20,Local Supplier,Tata Tea Premium,250g,30,305.63,9168.9
PO09421,2024-08-20,Local Supplier,Nivea Body Lotion,200ml,84,203.09,17059.56
PO09422,2024-08-20,Local Supplier,Scotch Brite Scrub,3 pc,80,79.45,6356.0
PO09423,2024-08-20,Local Supplier,Mother Dairy Paneer,500g,30,627.54,18826.2
PO09424,2024-08-20,Local Supplier,Wheel Detergent Powder,500g,90,71.41,6426.9
PO09425,2024-08-20,Local Supplier,Pepsodent Toothpaste,150g,18,147.37,2652.66
PO09426,2024-08-20,ITC Regional Depot,Sunfeast Dark Fantasy,150g,82,132.27,10846.14
PO09427,2024-08-20,Local Supplier,Scotch Brite Scrub,2 pc,69,179.14,12360.66
PO09428,2024-08-20,Parle Agencies Jaipur,Parle-G Biscuits,200g,13,182.89,2377.57
PO09429,2024-08-20,Local Supplier,Syska LED Strip,5m,98,250.11,24510.78
PO09430,2024-08-20,ITC Regional Depot,Lays Chips,26g,72,175.92,12666.24
PO09431,2024-08-20,Local Supplier,Everest Sabji Masala,50g,24,232.49,5579.76
PO09432,2024-08-20,Local Supplier,Parachute Coconut Oil,200ml,53,298.63,15827.39
PO09433,2024-08-20,Dabur Tonk Depot,Rooh Afza,300ml,76,291.18,22129.68
PO09434,2024-08-20,Local Supplier,MDH Haldi Powder,500g,91,193.75,17631.25
PO09435,2024-08-20,ITC Regional Depot,Fevicol Glue,100ml,60,101.12,6067.2
PO09436,2024-08-20,Local Supplier,Horlicks,200g,29,133.75,3878.75
PO09437,2024-08-20,Local Supplier,MDH Red Chilli Powder,250g,67,124.46,8338.82
PO09438,2024-08-20,Amul Cooperative Jaipur,Amul Cheese Slices,400g,46,144.5,6647.0
PO09439,2024-08-20,Dabur Tonk Depot,Rooh Afza,750ml,43,119.58,5141.94
PO09440,2024-08-20,Local Supplier,MDH Garam Masala,100g,54,134.74,7275.96
PO09441,2024-08-20,ITC Regional Depot,Kurkure,100g,56,45.23,2532.88
PO09442,2024-08-20,Local Supplier,Rin Bar,100g,37,114.44,4234.28
PO09443,2024-08-22,Local Supplier,Pepsodent Toothpaste,150g,52,155.44,8082.88
PO09444,2024-08-22,Local Supplier,Natraj Pencil Box,10 pcs,86,122.21,10510.06
PO09445,2024-08-22,Local Supplier,Good Knight Mosquito Coil,20 pcs,47,93.33,4386.51
PO09446,2024-08-22,Amul Cooperative Jaipur,Amul Ghee,1L,19,521.24,9903.56
PO09447,2024-08-22,Local Supplier,Garbage Bags,50 pcs,78,31.07,2423.46
PO09448,2024-08-22,Local Supplier,Surf Excel Detergent,500g,24,132.39,3177.36
PO09449,2024-08-22,Local Supplier,MDH Haldi Powder,250g,11,375.97,4135.67
PO09450,2024-08-22,ITC Regional Depot,Kurkure,73g,33,111.42,3676.86
PO09451,2024-08-22,Local Supplier,Rin Bar,200g,56,71.93,4028.08
PO09452,2024-08-22,Britannia Jaipur Hub,Britannia Biscuits,200g,44,54.53,2399.32
PO09453,2024-08-22,Local Supplier,Dettol Handwash,200ml,50,139.45,6972.5
PO09454,2024-08-22,Local Supplier,All Out Liquid Refill,135ml,34,153.91,5232.94
PO09455,2024-08-22,Local Supplier,Horlicks,500g,59,208.19,12283.21
PO09456,2024-08-22,Dabur Tonk Depot,Rooh Afza,750ml,67,114.49,7670.83
PO09457,2024-08-22,Local Supplier,Philips LED Bulb 12W,1 pc,48,211.53,10153.44
